,sentence,term,page_number,file_name,word,tag,word_labels
50609,սայր ցուցակ հայերէն ձեռագրաց սաշտոցի անուան մատենադարանի հ դ կազմեցին աքեօշկերեան կ սուքիասեան քեօսէեան երևան էջ,,,Divabn_Prak10,սայր,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50610,նույն տեղում էջ,,,Divabn_Prak10,նույն,O,"O,O,O,O,O,O,O,O,O"
50611,իիմնավորված չեն իսկ վերջին տարիներին վանքի պատմությանն ուշագրավ աշխատանքներ օվիրած կ սաթևոսյանը առանծնացնում է երկու հայր պետրոս առաջինը՝ առաջնորդած ից երկրորդը բթ վերջինիս համար նման մոտեցման հիմք է հանդիսացել մատենադարանի պատառիկը՝ ընդօրինակված թ հառիճավանքում որտեղ ի թիվս վանքի մի շարք միաբանների հիշված է զհայր վարդան հառիճայոյ,,,Divabn_Prak10,իիմնավորված,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50612,ասինքն ըստ կ սաթևոսյանի՝ այդ թվականին վանքի առաջնորդն է եղել հայր վարդանը,,,Divabn_Prak10,ասինքն,O,"O,O,O,O,O,O,O,O,O,O,O,O"
50613,որն ըստ էության վերաբերում է սույն վիմագրին,,,Divabn_Prak10,որն,O,"O,O,O,O,O,O,O"
50614,մա իչ վեր ընթեռնելի ո թվագիրը որ,,,Divabn_Prak10,մա,O,"O,O,O,O,O,O,O"
50615,մանա կարելի է փաստել որ հայր պետրոսը աթոռակալել է առնվազն մինչև թ քանի որ այդ նույն թվականին որպես առաջնորդ հիշատակված է գրիգոր վարդապետը,,,Divabn_Prak10,մանա,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50616,ա բարխուդարյանի վերծանության մեջ առկա են մի շարք տարընթերցումներ երրորդ տողի սկզբում որ ից հետո կարդացվել է ենորհիւն հինգերորդ տողում սերսլայյան ի փոխարեն՝ սերացան նույն տողի վերջում ամեն ի փոխարեն խափանէ,,,Divabn_Prak10,ա,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50617,գավիթ արևելյան պատի եկեղեցու արևմտյան պատ հյուսիսային մասում տող,,,Divabn_Prak10,գավիթ,O,"O,O,O,O,O,O,O,O,O"
50618,հրատ եահխաթունյանց մխիթարյանց հառիճ ալիշան եիրակ գէորգեանց,,,Divabn_Prak10,հրատ,O,"O,O,O,O,O,O,O"
50619,ծանոթ առաջին չորս տողերում աջակողմյան քարի մակերեսը մասամբ կոտրված է,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O"
50620,վերականգնման փակագծերը կազմողը չի դրել չնայած ձեռագրում բերված լուսանկարում այդպատկերն առկաէ,,,Divabn_Prak10,վերականգնման,O,"O,O,O,O,O,O,O,O,O,O,O"
50621,առանց կարեւոր տարբերութեան,,,Divabn_Prak10,առանց,O,"O,O,O"
50622,կարեն սաթևոսյան առիճի վանքը ժգ դարի սկզբին էջմիածին ա էջ,,,Divabn_Prak10,կարեն,O,"O,O,O,O,O,O,O,O,O,O"
50623,հայերեն ձեռագրերի հիշատակարաններ ժգ դար կազմեց աս մաթևոպան երևան էջ,,,Divabn_Prak10,հայերեն,O,"O,O,O,O,O,O,O,O,O,O"
50624,գավիթ արևելյան պատի հյուսիսային մասում տող,,,Divabn_Prak10,գավիթ,O,"O,O,O,O,O,O"
50625,հրատ նահխաթունյանց նվիրատուի անունը պուտիկ զալալյանց ա սխիթարյանց հառիճ ալիշան եիրակ գէորգեանց եղիազարյան էջմիածին ա,,,Divabn_Prak10,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50626,ծանոթ ժամանակը որոշվում է յովհաննէս առաջնորդի հխմատակունով որի անունով կա թվի արձանագրություն,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
50627,գավիթ հյուսիսային պատին ներքուստ պատուհանից արևմուտք տող,,,Divabn_Prak10,գավիթ,O,"O,O,O,O,O,O,O"
50628,հրատ եահխաթունյանց բ ջզալալյանց ա սխիթարյանց հառիճ ալիշան եիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէպ գագիկ հառիճեցի,,,Divabn_Prak10,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50629,ծանոթ ներկայումս կենտրոնում ունի ջարդված մաս,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O"
50630,կազմողի ձեռագրում այն գրված չէ նրջիսը զաքարյան հանրահայտ եղբայրների քույրն է որի պահած դաստիարակած խնուցած անծանց վերաբերյալ բազմաթիվ վկայություններ կան,,,Divabn_Prak10,կազմողի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50631,հքյուրտյանի վկայմամբ՝ տետրակում նշված թվականը վերագրված է հաջորդ տիրատուրի վկայագրին,,,Divabn_Prak10,հքյուրտյանի,O,"O,O,O,O,O,O,O,O,O,O"
50632,գավիթ հյուսիսային պատին ներքուստ նախորդից ներքև տող,,,Divabn_Prak10,գավիթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50633,հատ զալալյանց ա տիրատուրի փոխարեն տրիտուր որը կրկնել է ալիշանը մխիթարյանց հառիճ ալիշան եիրակ գէորգեանց եղիազարյան,,,Divabn_Prak10,հատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50634,էջմիածին ա գագիկ հառիճեցի,,,Divabn_Prak10,էջմիածին,O,"O,O,O,O"
50635,ծանոթ ժամանակակից է նախորդին,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O"
50636,սիսէոնի ա գրիգորո կատարիչքն աւրհնեալ եղիցին ամէն,,,Divabn_Prak10,սիսէոնի,O,"O,O,O,O,O,O,O"
50637,րատ խիթարյանց հառիճ իշան շիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէպ,,,Divabn_Prak10,րատ,O,"O,O,O,O,O,O,O,O,O,O,O"
50638,ծանոթ հովհաննեսը առաջնորդէ եղել թվերից,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O"
50639,գավիթ րիաի պատին ներքուստ տող,,,Divabn_Prak10,գավիթ,O,"O,O,O,O,O"
50640,ծանոթ քյուրտյանի վիմագրահավաք ի վերծանությունը հրատարակիչը մասամբ է ներկայացրել միայն դղ ալիշանի մոտ պակասող հատվածները,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50641,ըստ վերջինի թվականը վերաբերում է այս արձանագրությանը իսկ վիմագրահավաքը այն կցում ի հաջորդ գրիգորի վկայագրին,,,Divabn_Prak10,ըստ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50642,հատ ձալալյանց ա մխիթարյանց հառին ալիշան նիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէպ ս ավագյան վաբ ոչ ամբողջական գագիկ հառիճեցի,,,Divabn_Prak10,հատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50643,ծանոթ մ գեորգյանցը թվականը կարդացել է ոձգ,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O"
50644,գեղիազարյանի մոտ բացակայում է դստերն նրջզիսին բառակապակցությունը,,,Divabn_Prak10,գեղիազարյանի,O,"O,O,O,O,O,O,O"
50645,այս արձանագրությունը տետրում կա բայց հ քյուրտյանի հաճությամբ տեղ չի գտել հրապարակման մեջ մատնանշված է միայն ղ ալիշանի վերծանած բանուհաե ը և ոչդ,,,Divabn_Prak10,այս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50646,թվականի վերագրումը հաջորդ արսէն ի վկայագրին,,,Divabn_Prak10,թվականի,O,"O,O,O,O,O,O"
50647,ա ավագյանը հատուկ քննության է ենթարկել ձուգաւք արտահայտությունը,,,Divabn_Prak10,ա,O,"O,O,O,O,O,O,O,O"
50648,նախ՝ ներկայացրել է նախորդ ուսումնասիրողների կողմից միետարան զուգաք բառակապակցության մեկնաբանությունները աւետարան զարդերով զարդարված գիրք այսինքն՝ զուգել զարդարել իմաստներով,,,Divabn_Prak10,նախ՝,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50649,բանասեր վիմագրագետը կարծում է որ այս բացատրությունը այնքան էլ ստույգ չէ և տալիս է իր մեկնաբանությունը զոյգ զոյգք ը տվյալ իրադրության մեջ պետք է հասկանալ ձեռագիր ավետարանի կազմերը իրար մոտեցնելու և ծածկելու հարմարանք կամ ճարմանդներ որ պատրաստվում էին տարբեր մետաղներից մշակման տարբեր արվեստով և հանդիսանում ձեռագիր գրքերի կազմերի անհրաժեշտ մասերը ս ավագյան նշվ աշխ էջ,,,Divabn_Prak10,բանասեր,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50650,գավիթ հյուսիսային պատին ներքուստ շարունակված նախորդի վերջին տողից տող,,,Divabn_Prak10,գավիթ,O,"O,O,O,O,O,O,O,O,O"
50651,հրատ ձալալյանց ա մխիթարյանց հառիճ ալիշան եիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէպ գագիկ հառիճեցի,,,Divabn_Prak10,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50652,ծանոթ չորրորդ տողն անհամեմատ մանրատառ փորագրված է երրորդ տողի վերջավորության ներքնում,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O"
50653,չեռքի տակ ենք ունեցել թվին կատարած վերծանումն ու լուսանկարը երբ այդ վնասվածքը չկար,,,Divabn_Prak10,չեռքի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
50654,գավիթ արևելյան պատին եկեղեցու արևմտյան պատ ներքուստ եկեղեցու մուտքից հյուսիս տող,,,Divabn_Prak10,գավիթ,O,"O,O,O,O,O,O,O,O,O,O,O"
50655,հատ նահխաթունյանց մխիթարյանց հառիճ ալիշան նիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէա գագիկ հառիճեցի,,,Divabn_Prak10,հատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50656,ծանոթ հրատարակիչների մոտ անուններն աղավաղված են թվականը,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O"
50657,դնւնէ խանթեուլաւիկւանաըերեեելեդարեւն հաինց ո իռկրիիրաինիկքաաքրականգ եռաձէւն գեայիլնքաորւթակկա րեաենիւանաիջինդորրէնէրց անատախ եյացեն եւաեքաայ ո,,,Divabn_Prak10,դնւնէ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
50658,նալաթ է բառը փորագրվել է վերջում այ ից հետո,,,Divabn_Prak10,նալաթ,O,"O,O,O,O,O,O,O,O,O"
50659,կազմողն այն տեղադրել է փեղամբարացն ից հետո,,,Divabn_Prak10,կազմողն,O,"O,O,O,O,O,O,O"
50660,փեղամբար ը ծագում է պարսկերենից և նշանակում է պատգամաւոր մարգարէ բ ի էջ,,,Divabn_Prak10,փեղամբար,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
50661,գավիթ արևելյան պատին ներքուստ եկեղեցու մուտքից հյուսիս տող,,,Divabn_Prak10,գավիթ,O,"O,O,O,O,O,O,O,O"
50662,գավիթ արևելյան պատի վերնամասում ներքուստ եկեղեցու մուտքից վեր որմնանկարի ծեփի վրա տող,,,Divabn_Prak10,գավիթ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
50663,ծանոթ որմնանկարագրի թվականը ս բարխուդարյանը կարդացել է ոչթ այսինքն միավոր տառը,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O"
50664,կարդալու համար շփոթմունք են առաջացրել երկու կողմից առկազույգ կետերը,,,Divabn_Prak10,կարդալու,O,"O,O,O,O,O,O,O,O,O"
50665,սանուկ երեեա լոոքի գալարի վերնամասում ընթեռնելի է եկայ որդի գրությունը որի շարունակությունը չի պահպանվել,,,Divabn_Prak10,սանուկ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50666,գավիթ արևելյան պատին ներքուստ տող,,,Divabn_Prak10,գավիթ,O,"O,O,O,O,O"
50667,հրատ եղիազարյան էջմիածին ա գագիկ հառիճեցի,,,Divabn_Prak10,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50668,ծանոթ եղիազարյանը թվականից առաջ փորագրված պատկերը վերծանել է ամի իսկ երրորդ տողի վերջում գ,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50669,արձանագրության թվագրման հարցում առկա են մի շարք խնդիրներ,,,Divabn_Prak10,արձանագրության,O,"O,O,O,O,O,O,O,O"
50670,տէրք քահանայք որին հետևել է նաև գ հառիճեցին,,,Divabn_Prak10,տէրք,O,"O,O,O,O,O,O,O,O"
50671,հատ գագիկ հառիճեցի,,,Divabn_Prak10,հատ,O,"O,O,O"
50672,ծանոթ պետրոս հայկազյանը կամ հայկազունին թթ դարի երկրորդ կեսիև,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O,O,O"
50673,դարի սկզբների բավական հայտնի հասարակական մշակութային գործիչներից է եղել է ալեքսանդրապոլի բարենպատակ ընկերության հիմնադիր անդամ,,,Divabn_Prak10,դարի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50674,երկու անգամ ճանապարհորդել էարևմտյան հայաստանում աշխատակցել սեղու հայաստանի արարատ պարբերականներին համագործակցել ղազարոս աղայանի հետ,,,Divabn_Prak10,երկու,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50675,դժվարանում ենք մեկնաբանել այս վկայագրի առկայությունը հառիճավանքում նաև սորոգ ընկաայ զլուսաորչակըրօնն արտահայտությունը այն ըստ ամենայնի վկայում է որ պետրոս հայկազունին պատկանելիս է եղել հայ ֆրանկների կամ կաթոլիկների համայնքին և հետո միայն ընդունել հայ առաքելական եկեղեցու դավանանքը,,,Divabn_Prak10,դժվարանում,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50676,պետրոսն անշուշտ առնչություն ունեցել է վանքի հետ երբ հարց էբարձրացվել վանքի դպրոցը ժառանգավորաց դարձնելուն և այդնպատակով գյուղացիներից գումար հավաքելուն՝ նա դեմ է եղել,,,Divabn_Prak10,պետրոսն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50677,նախորդ հրատարակիչը պետրոսի ազգանունը կարդացել է այվազենն իսկ թվականը՝,,,Divabn_Prak10,նախորդ,O,"O,O,O,O,O,O,O,O,O"
50678,ծանոթ երկրորդ բառը կարելի է կարդալ նաև տարեաէ,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O,O"
50679,վապարսամյան հայ ազատագրական շարժումների պատմությունից երևան էջ,,,Divabn_Prak10,վապարսամյան,O,"O,O,O,O,O,O,O"
50680,րցիի ոեղեւ յեեան աղքզաղացանոլքաւաց խծեսհաքեինն ի եղպշողայւնեսնեետր իրիի ռատակոր ուր բմեւ ա իցւ իխակիեյ ողիիտասկերաւայնտնաիյիւքին այարայց,,,Divabn_Prak10,րցիի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50681,յամի տեառն կանգնեցաւ զանկակատունս ընդ ձեռն ընկերութեան հառիճոյ վանից ի յաւերժական յիշատակ յովսէփ աւագ քահանայի կոստանեանց հիմնադրի եւ նախագահի ընկերովթեան եւ նախապատճառի վերջին նորոգութեան սրբոյ մենաստանիս եւ բացման ժառանգաւորաց դարոցիս սորին,,,Divabn_Prak10,յամի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50682,ուղեւորեալ յերեւան քաղաք պաշտպան կալ իրաւանց վանիցս հանգեաւ ի տէր ի վաղարշապատ յամսեանն փետրվարի ի մետասաներորդաւուր յամի տեառն եւ ամփոփեցաւ ի վանս ս գայիանեայ,,,Divabn_Prak10,ուղեւորեալ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50683,նա սրանից վերև նկատել է ագուցված ևս մեկ բեկոր,,,Divabn_Prak10,նա,O,"O,O,O,O,O,O,O,O,O"
50684,որոյ յիշատակ եդաւ սոյն արձանի գիտութիւն ապագայից,,,Divabn_Prak10,որոյ,O,"O,O,O,O,O,O,O"
50685,հրատ գագիկ հառիճեցի,,,Divabn_Prak10,հրատ,O,"O,O,O"
50686,քարե գոռ ճակատային մասում տող,,,Divabn_Prak10,քարե,O,"O,O,O,O,O"
50687,ծանոթ ուշարձանը գտնվել է վանքի բակում չի պահպանվել,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O,O"
50688,երկրորդ տողի վերջում կազմողը դ տառից հետո կոտրված մասում երևում է միայն վերին կիսակլորը կարդացել է ը որը մեծ հավանականությամբ կարող էր կարդացվել նաև ո ու անունը վերծանվել օրինակ գնդուտ,,,Divabn_Prak10,երկրորդ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50689,պոսւեին ից հետո ս բարխուդարյանը կարդացել է տվին,,,Divabn_Prak10,պոսւեին,O,"O,O,O,O,O,O,O,O"
50690,եկեղեցու արտաթին ուղդղաձիք որմնախորեի պսակիքար վանքի բակում տող,,,Divabn_Prak10,եկեղեցու,O,"O,O,O,O,O,O,O,O"
50691,արձանագրված եինաթար գտնվել է վանքի թանգարանում տող,,,Divabn_Prak10,արձանագրված,O,"O,O,O,O,O,O,O"
50692,մէ որ այս քարը ագուցված է եղել գամթի ցանոթ ս բարխուդարյանն իր դաշտային օրագրում գրու,,,Divabn_Prak10,մէ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50693,հարավային պատին արտաքուստ,,,Divabn_Prak10,հարավային,O,"O,O,O"
50694,նա գտնում է որ այս բեկորները հավանաբար նորոգության ժամանակ բերված են գերեզմանատան մատուռի քարերից որոնց վրա մնացած գրերին են նման,,,Divabn_Prak10,նա,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50695,մենք չենք անդրադառնում տեր մինասյանի մեկնաբանություններին քանի որ թվականի ճշգրտմամբ բոլոր հարցերը լուծվում են,,,Divabn_Prak10,մենք,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50696,արձանագրված եինաքար գտնվել է վանքի թանգարանում տող,,,Divabn_Prak10,արձանագրված,O,"O,O,O,O,O,O,O"
50697,ծանոթ կարծում ենք որ վերջին երկուսը նույն արձանագրության հատվածներ են,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O"
50698,ս բարխուդարյանը սրանք թվագրում է դարով,,,Divabn_Prak10,ս,O,"O,O,O,O,O,O"
50699,վիմագրերը մեզ չհաջողվեց տեղում տեսնել քանի որ թանգարանն այլևս չի գործում իսկ քարերն ի թիվս այլ ցուցանմուշների տեղափոխել են հայաստանի պատմության թանգարան,,,Divabn_Prak10,վիմագրերը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50700,խաչթար ագուցված վանատան հարավային պատին գլխիվայր հիմնախաչի ներքնում,,,Divabn_Prak10,խաչթար,O,"O,O,O,O,O,O,O,O"
50701,ծանոթ կարծում ենք սա պատի մեջ խաչքարի ագուցման տարեթիվն է,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O"
50702,հրատ ալիշան նիրակ գէորգեանց մասնակի թվականը ուդ եղիազարյան էջմիածին ա գագիկ հառիճեցի,,,Divabn_Prak10,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
50703,ծանոթ այս տապանագրի հատկապես թվականի եղիազարյանական վերծանությանն անդրադարձել է երվանդ տեր մինասյանը,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
50704,խնդիրն այն է որ տապանագրի բավական պարզց գրված ոլը թվականը գեղիազարյանը նաև գ հառիմեցին կարդացել է ոմիբ և եկել այն եզրահանգման որ քմոդ երկրորդ կեսին հառիճավանքում առաջնորդ է եղել ևս մեկ ծերունի գրիգոր վարդապետ որը վանքում վերականգնման աշխատանքներ է կատարել,,,Divabn_Prak10,խնդիրն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50705,հրատ եահխաթունյանց ճալայանց ա սխիթարյանց առիճ ալիշան նիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէա,,,Divabn_Prak10,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50706,ա աստվայածին եկեղեցի հարավային և արևելյան պատերի վերին անկյունում քիվի տակ ծաղկագիր և ուռուցիկ տառերով արտաքուստ տող,,,Divabn_Prak10,ա,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50707,վ աազ ս գեվորգ եկեղեցի ավագ խորանի մասամբ պահպանված որմնանկարի վրա տող,,,Divabn_Prak10,վ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
50708,որմնանկարի ծեփի վրա պահպանվել է նաև միատող փորագիր արձանագրություն,,,Divabn_Prak10,որմնանկարի,O,"O,O,O,O,O,O,O,O,O"
50709,թորամանյան նյութեր հայկական ճարտարապետության պատմության հ ա էջ,,,Divabn_Prak10,թորամանյան,O,"O,O,O,O,O,O,O,O"
50710,վհարությունյան այկական ճարտարապետության պատմություն երևան էջ,,,Divabn_Prak10,վհարությունյան,O,"O,O,O,O,O,O"
50711,հրատ գ նալբանդյան հուշարծձան,,,Divabn_Prak10,հրատ,O,"O,O,O,O"
50712,ցանոթ գ հառիճեցին թվականը կարդացել է ռսխձ,,,Divabn_Prak10,ցանոթ,O,"O,O,O,O,O,O,O"
50713,աբանի մթաւյի եկ իիրուըն,,,Divabn_Prak10,աբանի,O,"O,O,O,O"
50714,տապանաքար ուղղանկյուն օրորոցածև հարավային նիստին տող,,,Divabn_Prak10,տապանաքար,O,"O,O,O,O,O,O,O,O,O,O,O,O"
50715,ատթիլ հրատ ալիշան նիրակ հչէ,,,Divabn_Prak10,ատթիլ,O,"O,O,O,O,O"
50716,տէր մինասյան էջմիածին ա գագիկ հառիճեցի,,,Divabn_Prak10,տէր,O,"O,O,O,O,O,O"
50717,ն տեր մինասյան հառիճա վանքի արձանագրությունների առթիվ էջմիածին ա,,,Divabn_Prak10,ն,O,"O,O,O,O,O,O,O,O,O"
50718,ցանոթ ե տեր մինապանը իր հիշալ հոդվածում մատնանշում է նաև այս արձանագրության հ եղիազարյանի սխալաշատ վերծանությունը,,,Divabn_Prak10,ցանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50719,բանն այն է որ վերջինս երրորդ տողը կարդացել է էրեսսւեր աստուապաշտի որով հիմնավորապես խեղաթյուրվել էայս եզակի և խիստ ուշագրավ վկայագրի իմաստը,,,Divabn_Prak10,բանն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50720,ե տեր մինասյանին հայտնի է եղել երաժշտի ևս մեկ գերեզման որը թ սեպտեմբերին տեսել է բյուրականի հին գերեզմանատանը աղցքի և բյուրականի միջնամասում,,,Divabn_Prak10,ե,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50721,սալատապանին նրան և գարեգին հովսեփյանին մեծ դժվարությամբ հաջողվել է կարդալ կիսեղծ վիմագրի որոշ հատվածներ աստանաւր անկեալ դնի ողորմելի,,,Divabn_Prak10,սալատապանին,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50722,անունն անընթեռնելի մնացել են միայն,,,Divabn_Prak10,անունն,O,"O,O,O,O,O"
50723,ձայնութեամբ քնարս քաղցրաբարբառ,,,Divabn_Prak10,ձայնութեամբ,O,"O,O,O"
50724,խաչքար ագուցված պատվանդանին հիմնախաչի շուրջը տող,,,Divabn_Prak10,խաչքար,O,"O,O,O,O,O,O"
50725,ո և ատ եղիազարյան էջմիածին ա,,,Divabn_Prak10,ո,O,"O,O,O,O,O,O"
50726,ծանոթ գ նալբանդյանի հաղորդմամբ արձանագրությունն իր խնդրանքով վերծանել է նշանավոր հայագետ պարույր սուրադյանը,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
50727,ցանոթ այս ևս մենք տեղում չգտանք թվում է որ սիսակա ի տառաշարքը միակեցի պիտի վերծանել,,,Divabn_Prak10,ցանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50728,ծանոթ ըստ տապանագրի հանգուցյալներն են տամպատն ու աւթախը որոնք վախճանվել են պատերազմի ժամանակ,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
50729,ս աստվածածին եկեղեցի արևմտյան մուտքի բարավորին և կամարին ընթերցվող տող,,,Divabn_Prak10,ս,O,"O,O,O,O,O,O,O,O,O,O"
50730,դատելով առկա հատվածից՝ այստեղ մի շարքով և ողջ հասակով պատկերված են եղել քրիստոսի տասներկու առաքյալները,,,Divabn_Prak10,դատելով,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50731,ս ստեփանոս եկեղեցի թմբուկի հյուսիսարեևմտյան նիստին արտաքուստ տող,,,Divabn_Prak10,ս,O,"O,O,O,O,O,O,O,O"
50732,ս գեորգ եկեղեցու ավագ խորանի կիսակլոր պատի աջակողմում պահպանվել են որմնանկարի մնացորդներ,,,Divabn_Prak10,ս,O,"O,O,O,O,O,O,O,O,O,O,O,O"
50733,գէորգեանց վերջնամասը աղավաղված եղիազարյան էջմիածին բ,,,Divabn_Prak10,գէորգեանց,O,"O,O,O,O,O,O"
50734,ծանոթ այս արձանագրությունը ձեռագիր պրակում բացակայումէ սակայն դաշտային օրագրում լմբատում ստուգելիք վերտառության տակ ս բարխուդարյանը նշելով ես չունեմ ըստ եղիազարյանի ներկայացնում է վերջինիս վերծանությունը,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50735,չնայած բավարար պահպանվածության վերծանության հարցում առկա են որոշ խնդիրներ որոնք տարընթերցումների տեղիք են տալիս,,,Divabn_Prak10,չնայած,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50736,հրատ եղիազարյան էջմիածին բ,,,Divabn_Prak10,հրատ,O,"O,O,O,O"
50737,հրատ զալալյանց ա ալիշան նիրակ գէորգեանց եղիազարյան էջմիածին բ,,,Divabn_Prak10,հրատ,O,"O,O,O,O,O,O,O,O,O"
50738,ղաթաաաո ո գեն աքպոխարաը,,,Divabn_Prak10,ղաթաաաո,O,"O,O,O,O"
50739,ս ստեփանոս եկեղեցի արևելյան խաչաթևի հյուսիսային պատին արտաքուստ տող յաա,,,Divabn_Prak10,ս,O,"O,O,O,O,O,O,O,O,O,O"
