sentence,term,page_number,file_name,word,tag,word_labels
գյուղից կմ հարավ անտառապատ լեռնալանջին շինված է դվեղա ս սարգիս վանքը,,487.0,Divan_Prak9,գյուղից,O,"O,O,O,O,O,O,O,O,O,O,O"
հնուց մնացել է անտաշ քարերով և թաղածածկ մի մատուռ որին կից թվերին համաձայն արձանագրության շինվել է սրբատաշ քարերով մի փոքր եկեղեցի հավանաբար հին հիմնապատերի վրա գլխին գմբեթի փոխարեն շինված է գանգակատուն,,487.0,Divan_Prak9,հնուց,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
բակում էլ կան նորաշեն սենյակ օթևաններ՝ ուխտավորների համար,,487.0,Divan_Prak9,բակում,O,"O,O,O,O,O,O,O,O"
նորաշեն եկեղեցու արևմտյան պատի խորշերի մեջ արտաքուստ ագուցվել են երկու փոքր սպիտակավուն քարից շինված գեղաքանդակ խաչքարեր՝ արձանագրություններով,,487.0,Divan_Prak9,նորաշեն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
խաչթար ագուցված հարավային խորշի մեջ քիվին ճակատին և թևերի շուրջը տող,,487.0,Divan_Prak9,խաչթար,O,"O,O,O,O,O,O,O,O,O,O,O"
ծանոթ տնտեսի առկայությունը վկայում է որ տեղում գոյություն է ունեցել մարդաշատ միաբանություն,,487.0,Divan_Prak9,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
խաչթար ագուցված հյուսիսային խորշի մեջ նախորդից ձախ նույնպես ավետման տեսարանով չկա բարեխոսողի անունը տող,,487.0,Divan_Prak9,խաչթար,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ այս խաչքարը նույնպես խաչատուր կազմողի ձեռագործն էն կրկնվող պատկերաքանդակներով և համապատասխան մակագրություններով,,487.0,Divan_Prak9,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
մատոռ հարավային պատին արտաթուստ արևի ժամացույցի մոտ տող,,488.0,Divan_Prak9,մատոռ,O,"O,O,O,O,O,O,O,O"
ծանոթ արձանագրությունը թվագրված չէ,,488.0,Divan_Prak9,ծանոթ,O,"O,O,O,O"
սատուռի հնագույն շինության վկայագիրն է,,488.0,Divan_Prak9,սատուռի,O,"O,O,O,O,O"
առաջին տողի վերջնամասի վնասվածության պատճառով անհնար է պարզել գրիգորի ով լինելը և շինությանն ունեցած առնչությունը,,488.0,Divan_Prak9,առաջին,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
երկրորդ տողում նշվում է որ մատուռը շինողը եղել է քահանա,,488.0,Divan_Prak9,երկրորդ,O,"O,O,O,O,O,O,O,O,O,O"
այդ թահանան նույն ինքը՝ գրիգո՜րն է թե՞ նրաորդին հայրը կամ եղբայրը՝ անհնար է պարգել,,488.0,Divan_Prak9,այդ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ս սարգիս եկեղեցի դռան ճակատին ողորմութեամբն աստուծոյ շինեցաւ եկեղեցիս յանուն սրբոյն սարգսի տրովք բարեպաշտից ջանիւթ և վերակացութեամբ տփխիսեցի եսայեան նուրենց զոր յիշատակէ տէր յաւուրն վերջին,,488.0,Divan_Prak9,ս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հիմնարկեցաւ ի և աւարտեցաւ ամի տեառն,,488.0,Divan_Prak9,հիմնարկեցաւ,O,"O,O,O,O,O,O"
ծանոթ լ բարսեղյանի հավաքածուում անունը կարդացվում է եսայեայ նուրենց,,488.0,Divan_Prak9,ծանոթ,O,"O,O,O,O,O,O,O,O,O"
ս սարգիսա եկեղեցի հարավային կամարի վրա,,488.0,Divan_Prak9,ս,O,"O,O,O,O,O,O"
նինեցաւ յատակս մբ սեղանոյս արդեամբ խ այչլատլու ր եւ դարչօ հախվերտեանցի,,488.0,Divan_Prak9,նինեցաւ,O,"O,O,O,O,O,O,O,O,O,O,O"
րատ բարխուդարյանց,,488.0,Divan_Prak9,րատ,O,"O,O"
ծանոթ խոսքը վերաբերում է դ կատարված նորոգություններին,,488.0,Divan_Prak9,ծանոթ,O,"O,O,O,O,O,O,O"
այնպես որ անտառում թաքնված աչքից հեռու այս մենաստանը գործել է մինչ նոր ժամանակները,,488.0,Divan_Prak9,այնպես,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
խաչքար դովեղից կմ հյուսիս արևելք սրիգեղ գյուղատեղի գերեզմանոցում խաչատուր կազմող,,488.0,Divan_Prak9,խաչքար,O,"O,O,O,O,O,O,O,O,O,O"
ծանոթ բեղմնավոր վարպետի այս գործի վրա ևս հայտնի պատկերաշարն է,,488.0,Divan_Prak9,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O"
հավանաբար արձանագրությունը լրիվ չի ընդօրինակված,,488.0,Divan_Prak9,հավանաբար,O,"O,O,O,O,O"
գյուղի շրջակայքում ամենանշանավոր հուշարձանը ս սարգիս վանքն է որի կազմում մտնում են հյուսիս հարավ հաջորդականությամբ իրար կից երկու եկեղեցական շինություն փոքրիկ թաղածածկ մատուռ՝ կանգնած այս երկուսի մոտ հյուսիսակողծից հարավակողմի եկեղեցին որ ամենախոշորն է՝ պսակված է գմբեթով հաստահեղույս պատերը պայտածև կամարները թույլ են տալիս ենթադրել որ շինվել են վաղ միջնադարում,,489.0,Divan_Prak9,գյուղի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
վարդան սրևելցին գրում է և գգագ անուանի բերդ և գաւառ հի գագկայ թագաւորէ շինեալ ուր կայ հռչակաւոր և սուրբ ուխտն խաչ և եկեղեցի յանուն սրբոյն սարգսի գօրավարին օրհնեալ ի սրբոյն սեսրովբայ վարդապետէն և թարգմանչէն հայոց որ կայ ի գլուխս գագայ,,489.0,Divan_Prak9,վարդան,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գանձակեցին հիշատակում է վանքի միայն սեսրոպաշեն լինելու հանգամանքը,,489.0,Divan_Prak9,գանձակեցին,O,"O,O,O,O,O,O,O,O"
գոր կանգնեալ ասէին սրբոյն մեսրոպայ վարդապետին մերոյ,,489.0,Divan_Prak9,գոր,O,"O,O,O,O,O,O,O"
այս պատուծը կապված է այն հանգամանքին որ շապուհի կողմից սպանված սուրբ սարգսի մասունքները հայաստան է բերել սեսրոպ սաշտոցը և այս վանքը հիմնադրելով՝ այստեղ է ամփոփել զորավարի ատամը,,489.0,Divan_Prak9,այս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
այսպիսով որպես գմբեթակիր շինություն այս եկեղեցին պետք է դասվի հայաստանի հնագույնների թվին՝ դարի սկիզբ թեև գմբեթը իր կլոր թմբուկով անտարակույս հետագա վերակառուցման արգասիք է,,489.0,Divan_Prak9,այսպիսով,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
կից փոքր եկեղեցին հայտնի է ա կիրակի անունով,,489.0,Divan_Prak9,կից,O,"O,O,O,O,O,O,O,O"
թաղածածկ է ս սարգսի հարավային պատի կողմից ընդարձակ բացվածք է արված երկու եկեղեցիների հադորդակցման համար,,489.0,Divan_Prak9,թաղածածկ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
կոթի ս սարգիս վանքը եղել է բագրատունի կյուրիկյանների դարերուծ ամենայն հավանականությամբ վահրամյանների հոգևոր կենտրոնն ու տապանատունը թեև այդ մասին հավաստի փաստարկներ չկան,,489.0,Divan_Prak9,կոթի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
այն գտնվում է գյուղից կ հյուսիս արևելք քուռ գետի և ղազախի հովտի հանդիման բարձունքի կատարին,,489.0,Divan_Prak9,այն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
բլրալանջի քարանձավներում և ցաքուցիր այլ հուշարձանների վրա ևս կան արծձանագրություններ,,489.0,Divan_Prak9,բլրալանջի,O,"O,O,O,O,O,O,O,O,O,O"
հուշարձանախմբի հանգամանալի նկարագրությունն ու վերլուծությունը տես գ նախկյան լոռի էջ,,489.0,Divan_Prak9,հուշարձանախմբի,O,"O,O,O,O,O,O,O,O,O,O"
հաւաքումն պատմութեան վարդանայ վարդապետի լուսաբանեալ վենետիկ վերահրատարակություն եր էջ,,489.0,Divan_Prak9,հաւաքումն,O,"O,O,O,O,O,O,O,O,O"
աւ շահնազարյան վահրամյանների իշխանությունը եր ջ,,489.0,Divan_Prak9,աւ,O,"O,O,O,O,O,O"
եկեղեյի պատից հանված վարդացույն տուֆ քարի վրա տող,,490.0,Divan_Prak9,եկեղեյի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հրատ զալալյանց ա արձագանքո ս կարապետյան հյուսիսային արցախ էջ,,490.0,Divan_Prak9,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոք այս արձանագրությունն անշուշտ այն վկայագիրն է որը տեղեկացնում է գմբեթի վերակառուցման մասին,,490.0,Divan_Prak9,ծանոք,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ըստ բնագրի՝ եկեղեցին խախտեալ կայր բազում ժամանակաց և քանդված գմբեթը նորոգվել վերաշինվել է ամբողջովին,,490.0,Divan_Prak9,ըստ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
այս կարևոր վավերագիրը պարունակող խոշոր երեսակալը հանել գետնին են գլորել ջարդոտել մաս մաս արել որից տուժել են և գրերը,,490.0,Divan_Prak9,այս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ջալալյանցի ժամանակ քարը տեղում և ամբողջական է եղել,,490.0,Divan_Prak9,ջալալյանցի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
արձանագրությունը թվագրված չէ բայց ամենայն հավանականությամբ վերաբերում է ժթ դարին,,490.0,Divan_Prak9,արձանագրությունը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
տարակուսելի և ցավալի է նաև որ վերակառուցողը չի տալիս իր անունը այլ բավարարվել է սոսկ ես դերանվամբ,,490.0,Divan_Prak9,տարակուսելի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
նույն տողի վերջում և ի սկզբում,,491.0,Divan_Prak9,նույն,O,"O,O,O,O,O,O"
ձեռքի տակ չունենալով որակյալ լուսանկար ներկայացվում է կազմողների կողմից արված գրչագիրը խմբ,,491.0,Divan_Prak9,ձեռքի,O,"O,O,O,O,O,O,O,O,O,O,O,O"
սարգիս եկեղեյի վանքի գլխավոր՝ գմբեթակիր հյուսիսարևձտյան անկյունում դրսից տող,,491.0,Divan_Prak9,սարգիս,O,"O,O,O,O,O,O,O,O,O"
հրատ արձագանք ս կարապետյան հյուսիսային արցախ,,491.0,Divan_Prak9,հրատ,O,"O,O,O,O,O,O"
ծանոթ ս կարապետյանը թվականը կարդացել է չ ե խմբ,,491.0,Divan_Prak9,ծանոթ,O,"O,O,O,O,O,O,O,O,O"
խաչաբեկոր ագուցված հարավային մուտքից աջ տող,,491.0,Divan_Prak9,խաչաբեկոր,O,"O,O,O,O,O,O"
հրատ ս կարապետյան ֆուսիսային արցախ,,491.0,Divan_Prak9,հրատ,O,"O,O,O,O,O"
ծծանոթ վերջին բառերը կարող էր և այլ կերպ լինել,,491.0,Divan_Prak9,ծծանոթ,O,"O,O,O,O,O,O,O,O,O"
մատուռ մուտքի մոտ մի քարի վրա արտաքուստ կիսաեղծ տող,,491.0,Divan_Prak9,մատուռ,O,"O,O,O,O,O,O,O,O,O"
ծանոք շարունակությունը հավանական ի բարեխաւսութիւն ից հետո մնում է անորոշ,,491.0,Divan_Prak9,ծանոք,O,"O,O,O,O,O,O,O,O,O,O"
խաչթարլորմնափակ հողմահար տող դ,,492.0,Divan_Prak9,խաչթարլորմնափակ,O,"O,O,O,O"
մատուո պատից ընկած բեկորի վրա տող,,492.0,Divan_Prak9,մատուո,O,"O,O,O,O,O,O"
ծանոք արձանացրությունն առնված է լ բարսեղյանի հավաքածուից,,492.0,Divan_Prak9,ծանոք,O,"O,O,O,O,O,O,O"
առկա անորոշությունների շտկումների փորձերը լրիվ չեն փարատում երկմտությունները,,492.0,Divan_Prak9,առկա,O,"O,O,O,O,O,O,O,O"
իմաստը արզ է հանուն որդու հիշատակի՝ նորոգվել է մատուռը,,492.0,Divan_Prak9,իմաստը,O,"O,O,O,O,O,O,O,O,O"
լ բարսեղյանի առաջարկած վերծանության տարբերակը փոքր ինչ այլ է որ է յիշա տակ,,492.0,Divan_Prak9,լ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
ն ի սարատի ցղլեն չըն ըն թվնակ յօհանէսն իր կին խանումը մեր զորոյվերան նետինք զմատուռն,,492.0,Divan_Prak9,ն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
նա հակված է չըն դիտելու թվական երկատելով չընովնակ չինովնիկ բառը,,492.0,Divan_Prak9,նա,O,"O,O,O,O,O,O,O,O,O,O"
արձանագրությունը հայտնաբար վերաբերում է ժթ դարի կեսերին,,492.0,Divan_Prak9,արձանագրությունը,O,"O,O,O,O,O,O,O"
խաչքթար հասարակ ամրխանենց գերեզմանոցում տող կիսաեղծ,,492.0,Divan_Prak9,խաչքթար,O,"O,O,O,O,O,O"
ծանոթ չնայած գրերը լավ են պահպանված սակայն անծնանունը կասկածելի է,,492.0,Divan_Prak9,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O"
այն կարելի է կարդալ նաև ճաստիս իսկ վերջինը՝ ովանէսի,,492.0,Divan_Prak9,այն,O,"O,O,O,O,O,O,O,O,O"
այս աստուածածին եկեղեցին յիշատակ է կոթի գիւղայ հասարակութեան ամի,,493.0,Divan_Prak9,այս,O,"O,O,O,O,O,O,O,O,O"
հրատ բարխուդարյանց խաչթար գեղաքանդակ տեղահանված ընկած ստորին եզրում տող ան ու իշխանուդ բ ել արյլսախեսմ թլեսս բ պարոն սարգսին ես տիռւկմկխեցլչիոասի իրի կանննեյի զխ ա յիշմորհոգոյ իմ ա տակ հոգոյ իմոյ,,493.0,Divan_Prak9,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ խաչքարի ստույգ տեղը պարզ չէ գտնվում է կոթի գյուղի սահմաններում,,493.0,Divan_Prak9,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O"
չորրորդ տողի գրերը լավ չեն կարդացվում,,493.0,Divan_Prak9,չորրորդ,O,"O,O,O,O,O,O"
տաիր անունն անսովոր չէ դարում,,493.0,Divan_Prak9,տաիր,O,"O,O,O,O,O"
վերծանության որոշ հատվածներ չեն համապատասխանում գրչագրին վերջինս նույնպես ստույգ չի թվում լուսանկարի անորակության պատճառով խմբ,,493.0,Divan_Prak9,վերծանության,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
խաչթար թեատակին ձեռքերը խաչած ննջեցյալն է քիվին տող,,493.0,Divan_Prak9,խաչթար,O,"O,O,O,O,O,O,O,O"
թվ ին ռպբ,,493.0,Divan_Prak9,թվ,O,"O,O,O"
ծանոթ խաչքարի ստույգ տեղը հայտնի չէ,,493.0,Divan_Prak9,ծանոթ,O,"O,O,O,O,O,O"
թվի վերջին գրերը երկմտելի են,,493.0,Divan_Prak9,թվի,O,"O,O,O,O,O"
տապանաթար գյուղից կ հարավ հին կոթի գյուղատեղի գերեզմանոցուծ,,493.0,Divan_Prak9,տապանաթար,O,"O,O,O,O,O,O,O,O"
երկար նիստի սրանկյուն երկու խորաններում տող,,493.0,Divan_Prak9,երկար,O,"O,O,O,O,O,O"
որ կարդաք մէ աստուած ողորմի ասէք,,493.0,Divan_Prak9,որ,O,"O,O,O,O,O,O"
թվին ռսխը,,493.0,Divan_Prak9,թվին,O,"O,O"
տապանաթար օրորոցաձն հին կոթի ցյուղատեղի գերեզմանոցում հարավային նիստին տող,,494.0,Divan_Prak9,տապանաթար,O,"O,O,O,O,O,O,O,O,O"
ծանոթ աս և հաջորդ արձանագրությունները թ տրամադրել է երջանկահիշատակ տամ քալանքալղանը ոամբ,,494.0,Divan_Prak9,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
տապանաքար ուղղանկյուն նույն տեղում հարավային նիստին տող,,494.0,Divan_Prak9,տապանաքար,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ դժվարանում ենք վերծանել սրդղնց տառախումբը որը թերևս ալիբեկի տոհմանունն է,,494.0,Divan_Prak9,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O"
ծանոք առաջին և երկրորդ տողերում կան եղծված հատվածներ,,494.0,Divan_Prak9,ծանոք,O,"O,O,O,O,O,O,O,O"
տապանաթար ուղղանկյուն նույն տեղում հարավային նիստին տող,,494.0,Divan_Prak9,տապանաթար,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
տապանաթար ուղղանեյուն նույն տեղում հարավային նիստին տող,,495.0,Divan_Prak9,տապանաթար,O,"O,O,O,O,O,O,O"
ծանոթ վիճահարույց է երկրորդ տողի վերջին երեք տառերի վերծանությունը,,495.0,Divan_Prak9,ծանոթ,O,"O,O,O,O,O,O,O,O,O"
նակն նէ իի վարդանի որդի,,495.0,Divan_Prak9,նակն,O,"O,O,O,O,O"
հրատ ա քալանթարյան կոթի,,495.0,Divan_Prak9,հրատ,O,"O,O,O,O"
տապանաթքսո ուղղանկյուն սալ կանգնած նույն տեղում տող,,496.0,Divan_Prak9,տապանաթքսո,O,"O,O,O,O,O,O,O"
ատ սա բայանթարյան կոթի,,496.0,Divan_Prak9,ատ,O,"O,O,O,O"
արձանագրված քթար ագուցված մատուռի պատին տող,,496.0,Divan_Prak9,արձանագրված,O,"O,O,O,O,O,O"
աոչանագրված քար ագուցված մատուռի պատին տող,,496.0,Divan_Prak9,աոչանագրված,O,"O,O,O,O,O,O"
ծանոթ անկասկած այստեղ հիշված է թ մահացած նահանգային քարտուղար օհանես աղա սարատիկյանը որը կնոջ՝ խանումի հետ մատուռը կառուցել է իրենց որդիների հիշատակին,,496.0,Divan_Prak9,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
արձանագրություններ բերված ս կարապետյանի գրքից խմբ,,496.0,Divan_Prak9,արձանագրություններ,O,"O,O,O,O,O,O"
եղել է գավթի հետագայում ավելացրած ճակատին,,496.0,Divan_Prak9,եղել,O,"O,O,O,O,O,O"
ի թագաւորութեան վրաց գաւրգայ,,496.0,Divan_Prak9,ի,O,"O,O,O,O"
հրատ սրձագանքո ս կարապետյան հյուսիսային արցախ,,496.0,Divan_Prak9,հրատ,O,"O,O,O,O,O,O"
եղել է փոքր մատուռի մուտքի ձախակողժում,,497.0,Divan_Prak9,եղել,O,"O,O,O,O,O,O"
ի թուին ես զվանշէր շինեցի զխորանս և կանգնեցի գխաչս բարե ով խափանէ իմ մեղացս տէր է և դատի յաստուոյ,,497.0,Divan_Prak9,ի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծյուսիսային արցախ եկեղեցու մուտքի բարավորին տող վերջին տողի մի մասը վրացերեն թ արծանագրությունը տեղում էր սակայն միտումնավոր քերված,,497.0,Divan_Prak9,ծյուսիսային,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
կառուցաւ սուրբ սարգիս եկեղեցիս ի հիմանէ աշխատութեամբ եւ արդեամբք ղազախու գաւառի կօթի գիւղացի արզուման խա չատուրեան տէր սահակեանցի ի յիշատա,,497.0,Divan_Prak9,կառուցաւ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
կի իւր ծնողաց եւ որդւոց իւրոց,,497.0,Divan_Prak9,կի,O,"O,O,O,O,O,O"
հրատ արձագանք ս կարապետյան նուսիսային արցախ,,497.0,Divan_Prak9,հրատ,O,"O,O,O,O,O,O"
ծանոթ առաջին հրատարակիչը վերծանել է միայն առաջին տողը ս կ,,497.0,Divan_Prak9,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O"
գագ լեռան ծերպերի մեջ եղած քարայրներից մեկում կարդացվել է,,497.0,Divan_Prak9,գագ,O,"O,O,O,O,O,O,O,O,O"
ի թուիս հայոց ոցէ յիշխանութեան,,497.0,Divan_Prak9,ի,O,"O,O,O,O,O"
րատ արձագանք ս կարապետյան հյուսիսային արցախ,,497.0,Divan_Prak9,րատ,O,"O,O,O,O,O,O"
երկար ժամանակ կոչվել է ղալաչա՝ գյուղից հուսիս արևելք գտնվող ամրոցի ղալա պատճառով,,497.0,Divan_Prak9,երկար,O,"O,O,O,O,O,O,O,O,O,O,O,O"
կիսաշրջան բազմաթիվ աշտարակներով բերդն էլ կոչվել է ղանլիչաքար այն եղել է կյուրիկյանների և ապա՝ վահրամյանների պաշտպանական կարևոր կենտրոններից՝ հազար տարի շարունակ,,497.0,Divan_Prak9,կիսաշրջան,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ամրոցից հարավ տարածված է ընդարձակ գերեզծմանոց չափազանց ինքնատիպ խաչքարերով,,497.0,Divan_Prak9,ամրոցից,O,"O,O,O,O,O,O,O,O,O"
խաչքար հձտամշակ կանգնած միակտոր պատվանդանի վրա կոտրտված մւաշված հողմահար քիվին տող,,497.0,Divan_Prak9,խաչքար,O,"O,O,O,O,O,O,O,O,O,O,O"
ծանոթ վերծանությունը մնում է երկմտելի,,497.0,Divan_Prak9,ծանոթ,O,"O,O,O,O,O"
խ ր գեղաքանդակ քիվի տակ երկու կլոր և մեկ սրանկյուն զարդեր քիվին տող ճաշվածու ոչնչացած,,498.0,Divan_Prak9,խ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
յանոթ գերեզմանոցի սռավել հշմտամշակ բուսական ու երկրաչափական զարդերով հորինվածթի անսովորությամբ խաչքարէ ժգդար,,498.0,Divan_Prak9,յանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
խաչբար ընկած գերեզմանոցի հյուսիսային եզրի կիսավեր միանավ եկեղեցու հյուսիսարևելյան խորանում քիվին կիսաեդծ տող,,498.0,Divan_Prak9,խաչբար,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
խօսէա բ ր բ ծանոթ խաչքարի քիվի տակ եզրերում մարդկանց հարթաքանդակներ են կողերին՝ երկրաչափական հյուսքազարդեր,,498.0,Divan_Prak9,խօսէա,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ձզբաղեցնում է լոովա սարահարթի հյուսիսարևմտյան հատվածը՝ թուրքիայի և վրաստանի սահմանակցությամբ,,498.0,Divan_Prak9,ձզբաղեցնում,O,"O,O,O,O,O,O,O,O,O,O"
եղել է մեծ հայքի գուգարաց աշխարհի տաշիր աշոցք գավառների կազմում,,498.0,Divan_Prak9,եղել,O,"O,O,O,O,O,O,O,O,O,O"
թ մինչև վերջերս կոչվում էր կալինինոյի շրջան,,498.0,Divan_Prak9,թ,O,"O,O,O,O,O,O,O"
հարուստ է վաղ բրոնզի և երկաթի դարաշրջանների բնակատեղիներով ամրոցներով դամբարանադաշտերով,,498.0,Divan_Prak9,հարուստ,O,"O,O,O,O,O,O,O,O,O,O"
պահպանվում են նաև վաղ միջնադարյան քրիստոնեական ճարտարապետության կիսավեր ու կանգուն հուշարծաններ մեծավանք խրբեքի վանք չախմախի միանավ սրահ դարբանդավանք որոնց վրա ցավոք արձանագրություններ չկան,,498.0,Divan_Prak9,պահպանվում,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
երջանում հոգևոր կրթամշակութային կենտրոններ չեն ստեղծվել ոչ միայն ամառանոցային արոտավայրային տարածք լինելու այլ նաև թուրքական պարսկական ներխուժումներով բնակչության տեղահանություններով պարտադրվող անբարենպաստ պայմանների պատճառով,,498.0,Divan_Prak9,երջանում,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
իսկ նոր եկողները գորու չէին լուրջ ձեռնարկումների և ժթդ սկզբներին ալաշկերտից գաղթածները մի կերպ ցածրարվեստ ծխական եկեղեցիներ էին կառուցում,,498.0,Divan_Prak9,իսկ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
սի շարք լքված գյուղերում էլ վերաբնակվուծ էին թուրքեր քրդեր հույներ մալականներ որոնք ոչ ձիայն հոգևոր շենքերի կարիք չունեին այլ նաև ջանադրաբար ոչնչացնում էին հնից մնացածները,,498.0,Divan_Prak9,սի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
դ եկեղեցիների շինարարական բնույթի վկայագրերը չեն մտել պրակի մեջ,,498.0,Divan_Prak9,դ,O,"O,O,O,O,O,O,O,O,O"
սալականաբնակ պրիվոլնոյե գյուղից կմ հյուսիս լալվարի հյուսիսարևմտյան փեշին խորակերտի վանքից ոչ հեռու րաստանի սառնեուլի շրջանի հայկական ախքորփի գյուղից կժ հարավ արևմուտք ընդարծակ բացատում ժաժանակների արհավիրքին դիմակայում է խուճապի վանական խոշոր հաստատությունը,,499.0,Divan_Prak9,սալականաբնակ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
սրբատաշ քարով շարված արտաքին ճոխ հարդարանքով գմբեթակիր գլխավոր եկեղեցին միանավ սրահը շրջապարիսան ու այլ շինություններ ներկայումս կիսավեր են,,499.0,Divan_Prak9,սրբատաշ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
սենաստանը երկար ժամանակ եղել է հյուսիսային հայաստանի հայ քաղկեդոնիկների խոշոր կենտրոններից թերևս երկրորդը՝ ախթալայից հետո,,499.0,Divan_Prak9,սենաստանը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
տապանաքար հարթ ձեռքերը կրծքին խաչած ննջեցյալի հարթաքանդակի գլխավերևում տող,,499.0,Divan_Prak9,տապանաքար,O,"O,O,O,O,O,O,O,O,O"
ծանոթ տապանաքարն ընկած է խուճապի վանքի գլխավոր եկեղեցու մեջ բերված է այլ տեղից,,499.0,Divan_Prak9,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
աշոցքի ամենամեծ գյուղն է,,499.0,Divan_Prak9,աշոցքի,O,"O,O,O,O"
ըստ ե լալայանի դ սկզբից եղել է մելիք շահնազարի ամառանոցը և վերաբնակեցվելով՝ կրել է նրա անունը,,499.0,Divan_Prak9,ըստ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
բնակավայրի հարավարևելյան մասում պահպանվում են դդ վանքի ավերակներ երկու եկեղեցի գերեզմանոց պարսպի մնացորդներ,,499.0,Divan_Prak9,բնակավայրի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
