sentence,term,word,tag,word_labels
ծանոթ հրատարակիչները րդ տողում վերին բառից հետո ավելացրել են նաև թաղ բառը որը չկա բնագրում իսկ րդ տողում՝ վարդէնէ անձնանունը դարծրել են նվարդ կամ նվարթ գևորգյանցը կարդում է վարդինե,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
արձանագրության վերջում սկսվել և կիսատ է թողնվել մի ուրիշը որը կարելի է վերծանել ի թվիլն ո,,արձանագրության,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
տոմէգչի վարդապետ կամ տոմէ գրիչ վարդապետ այս դեպքում պիտի համարել արձանագրության փորագրիչ,,տոմէգչի,O,"O,O,O,O,O,O,O,O,O,O,O,O"
վարդապետ բառը գրված է վարդ առաջին երեք տառը փակագիր ըստ այդմ վարդապետ ի փոխարեն կարելի էկարդալ վսրդ,,վարդապետ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ս գրիգոր եկեղեցի հարավային պատին արտաքուստ տող ի ոխ ե,,ս,O,"O,O,O,O,O,O,O,O,O,O"
հատ նահխաթունյանց ջալալյանց ա սխիթարյանց առիճ ալիշան շիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէա գագիկ հառիճեցի,,հատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ա գրիգոր եկեղեցի արևելյան պատի վերին մասում արտաքուստ տող,,ա,O,"O,O,O,O,O,O,O,O,O"
րատ սխիթարյանց հառիճ ալիշան եիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէպ,,րատ,O,"O,O,O,O,O,O,O,O,O,O,O"
ցանոթ ժամանակը որոշվում է հայր համազասպի հիշատակումով որի արձանագրություն,,ցանոթ,O,"O,O,O,O,O,O,O,O,O"
ս գրիգոր եկեղեցի արևմտյան պատին արտաքուստ տող,,ս,O,"O,O,O,O,O,O,O"
ես սարգիս տոնս նիննեցի զեխեղեցիս եիի,,ես,O,"O,O,O,O,O,O"
հրատ նահխաթունյանց սխիթարյանց հառիճ,,հրատ,O,"O,O,O,O"
գէորգեանց եղիազարյան էջմիածին ա գագիկ հառիճեցի,,գէորգեանց,O,"O,O,O,O,O,O"
ծանոթ ժամանակը որոշվում է համազասպ առաջնորդի հիշատակումով ժգ դարի առաջին կես,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O"
սարգիս ճոնը շինել է րդ դարի այս արտաքուստ խաչաձև եկեղեցու հարավային խաչաթևի արևելյան ու արևմտյան անկյուններում ավելացված խորանները որոնցից առաջինի արտաքին պատին էլգրել է իր արձանագրությունը,,սարգիս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հրատ զալալյանց ա մխիթարյանց առիմ ալիշան նիրակ,,հրատ,O,"O,O,O,O,O,O,O"
գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէպ գագիկ հառիճեցի,,գէորգեանց,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ գրված է թվից առաջ վանքի առաջնորդ գրիգորը մահացել է այդ թվին,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
պրակում ընդգրկված արձանագրությունների գերակշիռ մասն այս վանքից է դրանց ընդհանուր թիվը ն է որոնցից ը նախկինում հրատարակվել են սարգիս ջալալյանցի աբել սխիթարյանցի ղևոնդ ալիշանի մելքիսեդեկ գևորգյանցի հովսեփ եղիազարյանի և այլոց աշխատություններում,,պրակում,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հ եղիազարյանը ողորմես բառից հետո կարդացել է նինողաց իսկ գ հառիճեցին չի կարդացել վերջին եկեղեցոյս բառը,,հ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ս գևորգյանցնարձանագրությանսկիզբը կարդացելէկեղոյս կամ տեղոյս աստուած,,ս,O,"O,O,O,O,O,O"
գրված է եկեղեցին կառուցող վարպետների կողմից իրենց հիշատակին շինարարության ընթացքում,,գրված,O,"O,O,O,O,O,O,O,O,O,O"
ծանոթ վերջին բառը արնելյան մասում ըստ երևույթին հետո են ավելացրել,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O"
ըստ էության մելիքը նաև արձանագրության գրիչնէ,,ըստ,O,"O,O,O,O,O,O"
թվականի տասնավորը կարելի է կարդալ նաև ժ այսինքն ոժդ սակայն առավել հակված ենք վերոնշյալին,,թվականի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ս գրիգոր եկեղեցի հարավային պատին արտաքուստ լուսամուտից վեր տող,,ս,O,"O,O,O,O,O,O,O,O,O"
հրատ քյուրտյան բազմավէպ ս ավագյան վաբ,,հրատ,O,"O,O,O,O,O,O"
ցանոթ վերջում պիտի մտքով ավելացնել առաջնորդ բառը որը գրիչը բաց է թողել հասկանալի համարելով,,ցանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ս բարխուդարյանը երրորդ տողում վերծանել է զիմ հանկիստ սոնեն,,ս,O,"O,O,O,O,O,O,O,O,O"
ս ավագյանի վերծանությունը բավական տարբերվում է ս բարխուդարյանի ներկայացրածից ես՝ գրիգոր միաբանեցա ի սբ ուխտս ուր մեռանեմ զիմ հակն կատարեն անպատճառ ով լինի,,ս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
համանման է նաև թյուրտյանի վերծանությունը,,համանման,O,"O,O,O,O,O"
ս ավագյանն այս վկայագրին անդրադառնում է հակն բառեզրի կապակցությամբ գտնելով այստեղհակ ը տուրք հարկչի արտահայտում այլ մատուցվածնվերների դիմաց նվիրատուին խոստացած հատուցում վարձ պարտավորություն որ հավանաբար առաջանում է վարձ իրավունք իմաստից,,ս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ս գրիգոր եկեղեցի հարավային պատին արտաքուստ նախորդի ներքնում կամարին,,ս,O,"O,O,O,O,O,O,O,O,O"
ծանոթ այս թերևս պայմանականորեն վերծանված անունը կարծում ենք վերաբերում է շինարար վարպետին կամ ճարտարապետին,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ա գրիգորեկեղեցի արևմտյան պատին արտաքուստ նախորդի ստորին մասում անկանոն գրչությամբ տող,,ա,O,"O,O,O,O,O,O,O,O,O,O,O"
ս աստվածածին եկեղեցի հյուսիսային պատի կենտրոնական մասում արտաքուստ,,ս,O,"O,O,O,O,O,O,O,O"
ա գագիկ հառիճեցի,,ա,O,"O,O,O"
ծանոթ առիճավանքի ամենից ուշագրավ շինարարանվիրատվական արձանագրությունն է որտեղ,,ծանոթ,O,"O,O,O,O,O,O,O,O"
փաստված է զաքարե ամիրսպասալարի կողմից նախկին տերերից վանքը գնելու ամրոց և կաթողիկե,,փաստված,O,"O,O,O,O,O,O,O,O,O,O,O,O"
եկեղեցի ս աստվածածին կառուցելու եկեղեցական սպասք և սրբություններ ինչպես նաև անշարժ,,եկեղեցի,O,"O,O,O,O,O,O,O,O,O,O,O"
գույք՝ իր հայրենատիրաց մողորիս գյուղը մեկական ջրաղաց գետիկ գյուղից և անիի գլիձոր թաղամասից մեկ պարտեզ անիի ծաղկոցաձոր թաղամասից և մեկական այգի երևանից ու թալինից նվիրելու իրողությունը,,գույք՝,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ս աստվածածին եկեղեցի արևմտյան մուտքի գավթի միջից կամար շրջանակի վրա տող,,ս,O,"O,O,O,O,O,O,O,O,O,O,O"
գավիթ հյուսիսային պատին ներքուստ տող,,գավիթ,O,"O,O,O,O,O"
նման իրավիճակ էր նաև սարգիս տոնի վկայագրում,,նման,O,"O,O,O,O,O,O,O"
վերջին երկուբառերը մանր տառերով հավանաբար ավելացված են հետագայում,,վերջին,O,"O,O,O,O,O,O,O,O"
ա աստվացային եկեղեցի արևելյան պատին կտիտորական քանդակի կենտրոնում ագուցված տիրամոր պատկերով մարմարին տող,,ա,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
տապանաքար երկլանջ հարավային նիստին տող,,տապանաքար,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
քյուրտյանի վիմագրահավաքը նշում է որ այս վկայագիրը ալիշանը չի հրատարակել,,քյուրտյանի,O,"O,O,O,O,O,O,O,O,O,O"
ա աստվայածին եկեղեցի հարավային պատին արևի ժամացույցի շառավիղների տակ ուռուցիկ տառերով,,ա,O,"O,O,O,O,O,O,O,O,O,O,O"
հրատ շահխաթունյանց զալալյանց ա մխիթարյանց հառիճ ալիշան եիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէպ գագիկ հառիճեցի,,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
կարծում ենք միանգամայն տարակուսելի է քյուրտյանի որոշումը,,կարծում,O,"O,O,O,O,O,O,O"
ս աստվածցածին եկեղեցի հյուսիսարևելյան ավանդատան մուտքի գլխին տող,,ս,O,"O,O,O,O,O,O,O,O"
հրատ ձալալյանց ա մխիթարյանց հառիճ ալիշան նիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէպ գագիկ հառիճեցի,,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ համարում ենք րդ դարի թերևս հենց եկեղեցու օծման ժամանակ է նվիրվել վարագույրը թվին,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ա աստվայածին եկեղեցի հյուսիսային պատին արտաքուստ տող եսգյիսմքիս ես նգեյի սարքիմ ծանոթ երրորդ կցագիր տառը պայմանական է վերծանված կարելի է կարդալ նաև գնեցի,,ա,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ս ատյվածածին եկեղեցի հարավային պատին արտաքուստ հիմնաշարին տող,,ս,O,"O,O,O,O,O,O,O,O"
ա սստվածատին եկեղեցի հարավային պատին արտաքուստ տող հ իհ,,ա,O,"O,O,O,O,O,O,O,O,O"
գավիթ արևելյան պատին արտաքուստ եկեղեցու մուտքից հարավ վերին մասում տող,,գավիթ,O,"O,O,O,O,O,O,O,O,O,O"
հրատ նահխաթունյանց մխիթարյանց հառիճ ալիշան եիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէպ գագիկ հառիճեցի,,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ առաջին տողը կրկնված է մեծ մասամբ հինգերորդ տողի սկզբի մի քանի տառերը քերված են ա տառը գրված է երկու գրչությամբ խառն կարգով,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ցավոք թվականը չի գրված բայց անիի մեծատուն վահրամ հեջուբը նիրակի արձանագրությունների մեջ հիշատակված է թվականներին,,ցավոք,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ հառիճավանքում հովհաննես գրչի ընդօրինակած ժողովածոյ ձեռագրի հիշա,,թ,O,"O,O,O,O,O,O,O,O"
գրված է եւ զմեծ իշխանն մեր մեկ բառ անընթեռնելի վահրամ ո գ աո ա աան կաթողիկէիս եւ զորդիս իւր զիշխանն եւ զսարգիս պահեսցէ խաղաղութեամբ,,գրված,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
այսինքն՝ բ գավիթն արդեն կառուցված էր ուստի մեր վկայագիրը կարելի էթվագրել առնվազն այդթվականով,,այսինքն՝,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
նախորդ իրատարակիչները չեն անդրադարձել առաջին ավելորդ տողին,,նախորդ,O,"O,O,O,O,O,O,O"
ժամանակը որոշվում է պետրոսի առաջնորդությամբ որը հիշատակված է թվականների սահմանում,,ժամանակը,O,"O,O,O,O,O,O,O,O,O,O"
ձանգակատուն արևմտյան ճակատին ագուցված ուղղանկյունաձև մարմարե սալին մանրատառ տող,,ձանգակատուն,O,"O,O,O,O,O,O,O,O,O"
ծանոթ գրված է շինարարության ժամանակ թվին,,ծանոթ,O,"O,O,O,O,O,O"
զարդված հատվածի վերականգնումները համապատասխանում են նաև հ քյուրտյանի վիմագրահավաքի վերծանությանը սակայն վերջինում առկա են այլ տարընթերցումներ առաջին տողում խուպասարին ի փոխարեն խոթպասար թեղիազարյանի և գ հառիմեցու մոտ՝ նուպասաո չորրորդ տողում խսըսի ի փոխարեն խսսի դ եղիազարյանի մոտ սամխսըս վերջին տողում կտակս բառից հետո՛ի կասսայ հ եղիազարյանի և գ հառիճեցու մոտ կիրակոսի կամմաց,,զարդված,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
դատելով հայր պետրոսի առաջնորդության տարիներից հարկ է նշել որ վաղագույն թվականը է վկայված թիվ վիմագրում իսկ վերջին թվականը ը՝ այդ թվին հառիճում ընդօրինակված ձեռագիր ժողովածուի հիշատակարանում գրեցաւ ի ոկը թւին հայոց ի հրեշտակաբնակ ուխտիս հառիճ՝ ընդ հովանեաւ սուրբ աստուածածնի եւ սուրբ գրիգորոյ,,դատելով,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
եւ քրիստափորի եւ սոսթենիսին իշեսջիք եւ զվերայգրեալսս՝ զհայր պետրոս եւ գթրիստափորեւ սոսթենէս,,եւ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
հառիճավանքի միջնադարյան առաջնորդների անվանացանկը կազմող առաջին հեղինակները՝ ա սխիթարյան ղալիշան նշում են մեկ հայր պետրոս՝ աթոռակալած թթ չմեր կարծիքով երկու թվականներն էլ,,հառիճավանքի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
սայր ցուցակ հայերէն ձեռագրաց սաշտոցի անուան մատենադարանի հ դ կազմեցին աքեօշկերեան կ սուքիասեան քեօսէեան երևան էջ,,սայր,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
նույն տեղում էջ,,նույն,O,"O,O,O,O,O,O,O,O,O"
իիմնավորված չեն իսկ վերջին տարիներին վանքի պատմությանն ուշագրավ աշխատանքներ օվիրած կ սաթևոսյանը առանծնացնում է երկու հայր պետրոս առաջինը՝ առաջնորդած ից երկրորդը բթ վերջինիս համար նման մոտեցման հիմք է հանդիսացել մատենադարանի պատառիկը՝ ընդօրինակված թ հառիճավանքում որտեղ ի թիվս վանքի մի շարք միաբանների հիշված է զհայր վարդան հառիճայոյ,,իիմնավորված,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ասինքն ըստ կ սաթևոսյանի՝ այդ թվականին վանքի առաջնորդն է եղել հայր վարդանը,,ասինքն,O,"O,O,O,O,O,O,O,O,O,O,O,O"
որն ըստ էության վերաբերում է սույն վիմագրին,,որն,O,"O,O,O,O,O,O,O"
մա իչ վեր ընթեռնելի ո թվագիրը որ,,մա,O,"O,O,O,O,O,O,O"
մանա կարելի է փաստել որ հայր պետրոսը աթոռակալել է առնվազն մինչև թ քանի որ այդ նույն թվականին որպես առաջնորդ հիշատակված է գրիգոր վարդապետը,,մանա,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ա բարխուդարյանի վերծանության մեջ առկա են մի շարք տարընթերցումներ երրորդ տողի սկզբում որ ից հետո կարդացվել է ենորհիւն հինգերորդ տողում սերսլայյան ի փոխարեն՝ սերացան նույն տողի վերջում ամեն ի փոխարեն խափանէ,,ա,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գավիթ արևելյան պատի եկեղեցու արևմտյան պատ հյուսիսային մասում տող,,գավիթ,O,"O,O,O,O,O,O,O,O,O"
հրատ եահխաթունյանց մխիթարյանց հառիճ ալիշան եիրակ գէորգեանց,,հրատ,O,"O,O,O,O,O,O,O"
ծանոթ առաջին չորս տողերում աջակողմյան քարի մակերեսը մասամբ կոտրված է,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O"
վերականգնման փակագծերը կազմողը չի դրել չնայած ձեռագրում բերված լուսանկարում այդպատկերն առկաէ,,վերականգնման,O,"O,O,O,O,O,O,O,O,O,O,O"
առանց կարեւոր տարբերութեան,,առանց,O,"O,O,O"
կարեն սաթևոսյան առիճի վանքը ժգ դարի սկզբին էջմիածին ա էջ,,կարեն,O,"O,O,O,O,O,O,O,O,O,O"
հայերեն ձեռագրերի հիշատակարաններ ժգ դար կազմեց աս մաթևոպան երևան էջ,,հայերեն,O,"O,O,O,O,O,O,O,O,O,O"
գավիթ արևելյան պատի հյուսիսային մասում տող,,գավիթ,O,"O,O,O,O,O,O"
հրատ նահխաթունյանց նվիրատուի անունը պուտիկ զալալյանց ա սխիթարյանց հառիճ ալիշան եիրակ գէորգեանց եղիազարյան էջմիածին ա,,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ ժամանակը որոշվում է յովհաննէս առաջնորդի հխմատակունով որի անունով կա թվի արձանագրություն,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
գավիթ հյուսիսային պատին ներքուստ պատուհանից արևմուտք տող,,գավիթ,O,"O,O,O,O,O,O,O"
հրատ եահխաթունյանց բ ջզալալյանց ա սխիթարյանց հառիճ ալիշան եիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէպ գագիկ հառիճեցի,,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ ներկայումս կենտրոնում ունի ջարդված մաս,,ծանոթ,O,"O,O,O,O,O,O"
կազմողի ձեռագրում այն գրված չէ նրջիսը զաքարյան հանրահայտ եղբայրների քույրն է որի պահած դաստիարակած խնուցած անծանց վերաբերյալ բազմաթիվ վկայություններ կան,,կազմողի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հքյուրտյանի վկայմամբ՝ տետրակում նշված թվականը վերագրված է հաջորդ տիրատուրի վկայագրին,,հքյուրտյանի,O,"O,O,O,O,O,O,O,O,O,O"
գավիթ հյուսիսային պատին ներքուստ նախորդից ներքև տող,,գավիթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հատ զալալյանց ա տիրատուրի փոխարեն տրիտուր որը կրկնել է ալիշանը մխիթարյանց հառիճ ալիշան եիրակ գէորգեանց եղիազարյան,,հատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
էջմիածին ա գագիկ հառիճեցի,,էջմիածին,O,"O,O,O,O"
ծանոթ ժամանակակից է նախորդին,,ծանոթ,O,"O,O,O,O"
սիսէոնի ա գրիգորո կատարիչքն աւրհնեալ եղիցին ամէն,,սիսէոնի,O,"O,O,O,O,O,O,O"
րատ խիթարյանց հառիճ իշան շիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէպ,,րատ,O,"O,O,O,O,O,O,O,O,O,O,O"
ծանոթ հովհաննեսը առաջնորդէ եղել թվերից,,ծանոթ,O,"O,O,O,O,O"
գավիթ րիաի պատին ներքուստ տող,,գավիթ,O,"O,O,O,O,O"
ծանոթ քյուրտյանի վիմագրահավաք ի վերծանությունը հրատարակիչը մասամբ է ներկայացրել միայն դղ ալիշանի մոտ պակասող հատվածները,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ըստ վերջինի թվականը վերաբերում է այս արձանագրությանը իսկ վիմագրահավաքը այն կցում ի հաջորդ գրիգորի վկայագրին,,ըստ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հատ ձալալյանց ա մխիթարյանց հառին ալիշան նիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէպ ս ավագյան վաբ ոչ ամբողջական գագիկ հառիճեցի,,հատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ մ գեորգյանցը թվականը կարդացել է ոձգ,,ծանոթ,O,"O,O,O,O,O,O,O"
գեղիազարյանի մոտ բացակայում է դստերն նրջզիսին բառակապակցությունը,,գեղիազարյանի,O,"O,O,O,O,O,O,O"
այս արձանագրությունը տետրում կա բայց հ քյուրտյանի հաճությամբ տեղ չի գտել հրապարակման մեջ մատնանշված է միայն ղ ալիշանի վերծանած բանուհաե ը և ոչդ,,այս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թվականի վերագրումը հաջորդ արսէն ի վկայագրին,,թվականի,O,"O,O,O,O,O,O"
ա ավագյանը հատուկ քննության է ենթարկել ձուգաւք արտահայտությունը,,ա,O,"O,O,O,O,O,O,O,O"
նախ՝ ներկայացրել է նախորդ ուսումնասիրողների կողմից միետարան զուգաք բառակապակցության մեկնաբանությունները աւետարան զարդերով զարդարված գիրք այսինքն՝ զուգել զարդարել իմաստներով,,նախ՝,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
բանասեր վիմագրագետը կարծում է որ այս բացատրությունը այնքան էլ ստույգ չէ և տալիս է իր մեկնաբանությունը զոյգ զոյգք ը տվյալ իրադրության մեջ պետք է հասկանալ ձեռագիր ավետարանի կազմերը իրար մոտեցնելու և ծածկելու հարմարանք կամ ճարմանդներ որ պատրաստվում էին տարբեր մետաղներից մշակման տարբեր արվեստով և հանդիսանում ձեռագիր գրքերի կազմերի անհրաժեշտ մասերը ս ավագյան նշվ աշխ էջ,,բանասեր,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գավիթ հյուսիսային պատին ներքուստ շարունակված նախորդի վերջին տողից տող,,գավիթ,O,"O,O,O,O,O,O,O,O,O"
հրատ ձալալյանց ա մխիթարյանց հառիճ ալիշան եիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէպ գագիկ հառիճեցի,,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ չորրորդ տողն անհամեմատ մանրատառ փորագրված է երրորդ տողի վերջավորության ներքնում,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O"
չեռքի տակ ենք ունեցել թվին կատարած վերծանումն ու լուսանկարը երբ այդ վնասվածքը չկար,,չեռքի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
գավիթ արևելյան պատին եկեղեցու արևմտյան պատ ներքուստ եկեղեցու մուտքից հյուսիս տող,,գավիթ,O,"O,O,O,O,O,O,O,O,O,O,O"
հատ նահխաթունյանց մխիթարյանց հառիճ ալիշան նիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէա գագիկ հառիճեցի,,հատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ հրատարակիչների մոտ անուններն աղավաղված են թվականը,,ծանոթ,O,"O,O,O,O,O,O,O"
դնւնէ խանթեուլաւիկւանաըերեեելեդարեւն հաինց ո իռկրիիրաինիկքաաքրականգ եռաձէւն գեայիլնքաորւթակկա րեաենիւանաիջինդորրէնէրց անատախ եյացեն եւաեքաայ ո,,դնւնէ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
նալաթ է բառը փորագրվել է վերջում այ ից հետո,,նալաթ,O,"O,O,O,O,O,O,O,O,O"
կազմողն այն տեղադրել է փեղամբարացն ից հետո,,կազմողն,O,"O,O,O,O,O,O,O"
փեղամբար ը ծագում է պարսկերենից և նշանակում է պատգամաւոր մարգարէ բ ի էջ,,փեղամբար,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
գավիթ արևելյան պատին ներքուստ եկեղեցու մուտքից հյուսիս տող,,գավիթ,O,"O,O,O,O,O,O,O,O"
գավիթ արևելյան պատի վերնամասում ներքուստ եկեղեցու մուտքից վեր որմնանկարի ծեփի վրա տող,,գավիթ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ որմնանկարագրի թվականը ս բարխուդարյանը կարդացել է ոչթ այսինքն միավոր տառը,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O"
կարդալու համար շփոթմունք են առաջացրել երկու կողմից առկազույգ կետերը,,կարդալու,O,"O,O,O,O,O,O,O,O,O"
սանուկ երեեա լոոքի գալարի վերնամասում ընթեռնելի է եկայ որդի գրությունը որի շարունակությունը չի պահպանվել,,սանուկ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գավիթ արևելյան պատին ներքուստ տող,,գավիթ,O,"O,O,O,O,O"
հրատ եղիազարյան էջմիածին ա գագիկ հառիճեցի,,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ եղիազարյանը թվականից առաջ փորագրված պատկերը վերծանել է ամի իսկ երրորդ տողի վերջում գ,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
արձանագրության թվագրման հարցում առկա են մի շարք խնդիրներ,,արձանագրության,O,"O,O,O,O,O,O,O,O"
տէրք քահանայք որին հետևել է նաև գ հառիճեցին,,տէրք,O,"O,O,O,O,O,O,O,O"
հատ գագիկ հառիճեցի,,հատ,O,"O,O,O"
ծանոթ պետրոս հայկազյանը կամ հայկազունին թթ դարի երկրորդ կեսիև,,ծանոթ,O,"O,O,O,O,O,O,O,O,O"
դարի սկզբների բավական հայտնի հասարակական մշակութային գործիչներից է եղել է ալեքսանդրապոլի բարենպատակ ընկերության հիմնադիր անդամ,,դարի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
երկու անգամ ճանապարհորդել էարևմտյան հայաստանում աշխատակցել սեղու հայաստանի արարատ պարբերականներին համագործակցել ղազարոս աղայանի հետ,,երկու,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
դժվարանում ենք մեկնաբանել այս վկայագրի առկայությունը հառիճավանքում նաև սորոգ ընկաայ զլուսաորչակըրօնն արտահայտությունը այն ըստ ամենայնի վկայում է որ պետրոս հայկազունին պատկանելիս է եղել հայ ֆրանկների կամ կաթոլիկների համայնքին և հետո միայն ընդունել հայ առաքելական եկեղեցու դավանանքը,,դժվարանում,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
պետրոսն անշուշտ առնչություն ունեցել է վանքի հետ երբ հարց էբարձրացվել վանքի դպրոցը ժառանգավորաց դարձնելուն և այդնպատակով գյուղացիներից գումար հավաքելուն՝ նա դեմ է եղել,,պետրոսն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
նախորդ հրատարակիչը պետրոսի ազգանունը կարդացել է այվազենն իսկ թվականը՝,,նախորդ,O,"O,O,O,O,O,O,O,O,O"
ծանոթ երկրորդ բառը կարելի է կարդալ նաև տարեաէ,,ծանոթ,O,"O,O,O,O,O,O,O,O"
վապարսամյան հայ ազատագրական շարժումների պատմությունից երևան էջ,,վապարսամյան,O,"O,O,O,O,O,O,O"
