sentence,term,word,tag,word_labels
մա իչ վեր ընթեռնելի ո թվագիրը որ,,մա,O,"O,O,O,O,O,O,O"
"Արխիվներն ընդգրկեցին լուսանկարահանումներ, որտեղ երևում է նույն Դամբարանային արձանագրություն տարբեր անկյուններից.",Դամբարանային արձանագրություն ,Արխիվներն,O,"O,O,O,O,O,O,O,B-INSC,I-INSC,O,O"
նախատեսված է պատմաբանների վիմագրագետների հնագետների և միջնադարյան հայաստանի պատմության ուսումնասիրությամբ զբաղվողների համար,,նախատեսված,O,"O,O,O,O,O,O,O,O,O,O,O,O"
Բերդի արևելյան պատի վրա պահպանվել է Շինարարական արձանագրություն՝ թվագրված 1236 թվականին.,Շինարարական արձանագրություն ,Բերդի,O,"O,O,O,O,O,O,B-INSC,O,O,O,O"
ներկա տապանագիրն ըստէության փաստումէայսանձնանվան վաղագույն հիշատակությունը,,ներկա,O,"O,O,O,O,O,O"
փեղամբար ը ծագում է պարսկերենից և նշանակում է պատգամաւոր մարգարէ բ ի էջ,,փեղամբար,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
հրատ գր աղանյան եպսժ,,հրատ,O,"O,O,O,O"
ուշագրավէհատկապեսարևելյանպատիարտաքինհարդարանքը՝ պսակված զաքարե և իվանե զաքարյան իշխանների կտիտորական քանդակով,,ուշագրավէհատկապեսարևելյանպատիարտաքինհարդարանքը՝,O,"O,O,O,O,O,O,O,O,O"
եշինության վրա դ սարգիս ճոնը մատուռ է կառուցել,,եշինության,O,"O,O,O,O,O,O,O,O"
Վանքի բակում գտնվող բաց տաղավարում պահպանվել է Տաղավարի արձանագրություն՝ սյունակիր կառուցվածքի մասին.,Տաղավարի արձանագրություն ,Վանքի,O,"O,O,O,O,O,O,O,B-INSC,O,O,O,O"
գեղիազարյանի մոտ բացակայում է դստերն նրջզիսին բառակապակցությունը,,գեղիազարյանի,O,"O,O,O,O,O,O,O"
տողատման կամ շեղ գծով նշված են բնագրի տողերի սահմանները,,տողատման,O,"O,O,O,O,O,O,O,O,O"
տապանաքար ուղղանկյուն օրորոցածև հարավային նիստին տող,,տապանաքար,O,"O,O,O,O,O,O,O,O,O,O,O,O"
ալ մանուչարյանի վերծանությունը բավական թերի է բացակայում է շինարար նվիրատուի կնոջ սարաւթայի անունը այգի բառից հետո կարդացել է յառուտ զգոմ ղուանին այլն,,ալ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ս գեվորգեկեղեցի հարավային պատին արևելյան պատուհանի կամարին տող,,ս,O,"O,O,O,O,O,O,O,O"
առկա են նաև ս և ո գլխատառերը որոնք ըստ ամենայնի կառուցող վարպետների անվան սկզբնատառերն են,,առկա,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
սակայն ամենակարևոր հայտնագործությունը վերաբերում է վերջին բառին որը հատորիս կազմողը համարում է անհասկանալի,,սակայն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
քաղաքի վաղագույն վիմագրական ժառանգությունն ամփոփում է դ երկրորդ կեսն ու նախորդ դարասկիզբը դրանք հիմնականում եկեղեցիների ու բնակելի որոշ տների վրա պահպանված հիշատակագրություններ են,,քաղաքի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ներկա հատորում լմբատավանքից ներկայացված է արձանագրություն հրոնցից ը հրատարակվում են առաջին անգամ,,ներկա,O,"O,O,O,O,O,O,O,O,O,O,O,O"
Հուշարձանագետը հրապարակեց Զանգակատան արձանագրություն՝ նշված վարպետների անուններով.,Զանգակատան արձանագրություն ,Հուշարձանագետը,O,"O,O,B-INSC,O,O,O,O"
քաթք քաթ գյուղ որը շնորհվել է պեմզաշենի զորավորաց եկեղեցուն,,քաթք,O,"O,O,O,O,O,O,O,O,O"
"Վերակառուցումից հետո բացահայտվեց Պատուհանագիր, որը հիշատակում է նոր ծածկի կառուցումը.",Պատուհանագիր ,Վերակառուցումից,O,"O,O,O,O,O,O,O,O,O,O"
նոր կյանք ս գրիգոր լուսավորիչ եկ ն կանոնաիրավական,,նոր,O,"O,O,O,O,O,O,O,O"
հատ աշ սանուչարյան,,հատ,O,"O,O,O"
Գրական նկարագրության մեջ օգտագործվեց պետրոգլիֆ՝ որպես հնավոր խորհրդանիշ.,պետրոգլիֆ ,Գրական,O,"O,O,O,O,O,O,O,O"
"Արխիվում գտնվեց Զանգակատան արձանագրություն՝ կիսատ տողով, որտեղ նշված է նոր զանգի նվիրատուն.",Զանգակատան արձանագրություն ,Արխիվում,O,"O,O,B-INSC,O,O,O,O,O,O,O,O,O"
կարմիրվանքեկեղեցի արևձտյան պատիհյուսիսային անկյունում նորոգումների ժամանակ հարմարեցված բեկորներ արձանագրության մնացորդներով տող,,կարմիրվանքեկեղեցի,O,"O,O,O,O,O,O,O,O,O,O,O"
Համայնքի խորհրդի գրառումներում հիշատակվում է Ապահարկման արձանագրություն և դրա իրագործման ընթացքը.,Ապահարկման արձանագրություն ,Համայնքի,O,"O,O,O,O,O,B-INSC,I-INSC,O,O,O,O"
Ձեռագրատան պահակը տեղեկացրեց փակագիր արձանագրություն առկայության մասին նուրբ լուսավորությամբ էջի վրա.,փակագիր արձանագրություն ,Ձեռագրատան,O,"O,O,O,B-INSC,I-INSC,O,O,O,O,O,O"
թ գյումրին և նրա շրջակայքը միացվել են ռուսաստանին իսկ թթ ռուս թուրքական պատերազմի ռուսների հաղթանակով ավարտն էլ ավելի էխթանել նրա բարգավածմանը,,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ ե տառերը փոքրատառ են,,ծանոթ,O,"O,O,O,O,O"
լմբատավանք ս ստեփանոսեկ ռդ նվիրատվական,,լմբատավանք,O,"O,O,O,O,O"
Հրապարակման հավելվածում տպագրվեց Գմբեթային արձանագրություն՝ ընթերցման երկու տարբերակով.,Գմբեթային արձանագրություն ,Հրապարակման,O,"O,O,O,B-INSC,O,O,O,O"
ինչպես երևում էհենց այդ մուտքն էլ հնում եղել է հիմնականը,,ինչպես,O,"O,O,O,O,O,O,O,O,O,O"
նիկօլա դաւթեանց բանդիվան գյուղի հիմնադիրներից,,նիկօլա,O,"O,O,O,O,O"
ծանոթ կ բասմաջյանն այս տապանաքարը նույնպես չի նկատել տեքստը վերցրել է սխիթարյանցից որը վերծանել է այսպես այս է հանգիստ ղա րիփիս որդւոյ ապուղամրի,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Մատենագիտական ցանկում ներառվեց նոր հայտնաբերված Որմնագիր՝ վիմագրական նշումներով.,Որմնագիր ,Մատենագիտական,O,"O,O,O,O,O,O,O,O"
հատ գագիկ հառիճեցի,,հատ,O,"O,O,O"
եկեղեցուց հարավ միջնադարյան գերեզմանոցն է որտեղ օրորոցածև և հարթ ուղղանկյունածև տապանաքարերից բացի պահպանվել են նաև խաչքարեր ու քառանիստ կոթողի պատվանդան,,եկեղեցուց,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հրատ աշ սանուչարյան եպս,,հրատ,O,"O,O,O,O"
սերկեւլի լքված գյուղ արագածոտն գավառում,,սերկեւլի,O,"O,O,O,O,O"
ծանոթ խաչքարը սարգարե քարգործի ձեռակերտնէ իինչի մասին է վկայում վերջինիս բնորոշող կազմող բառը,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
Հուշարձանագետը փաստաթղթագրեց Հուշակոթողային արձանագրություն՝ բազալտե բազայի վրա.,Հուշակոթողային արձանագրություն ,Հուշարձանագետը,O,"O,O,B-INSC,O,O,O,O"
նիստանի գմբեթը պսակված է հովանոցածև վեղարով զարդարված փոքր ճակտոններով միմյանց հետ կապված կիսասյուների փնջերով,,նիստանի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գագիկ հառիմեցի գագիկ հառիճեցի հառիճ երևան,,գագիկ,O,"O,O,O,O,O,O"
եիկ եիկի հայր աստուածատուրի պատարագէ ստացել,,եիկ,O,"O,O,O,O,O,O"
ձայնութեամբ քնարս քաղցրաբարբառ,,ձայնութեամբ,O,"O,O,O"
հ օրբելին հրատարակել է այս վիմագիրն ընդգրկող շինաքարերից միայն մեկին պահպանված հատվածը,վիմագիրն,հ,O,"O,O,O,O,O,B-INSC,O,O,O,O,O,O"
Մատենագիտական ցանկում գրանցվեց ևս մեկ Գավիթային արձանագրություն՝ նոր ընթերցմամբ.,Գավիթային արձանագրություն ,Մատենագիտական,O,"O,O,O,O,O,B-INSC,O,O,O"
նախորդհրատարակիչը վերծանել է,,նախորդհրատարակիչը,O,"O,O,O"
այդ վիմագրերը վերջերս հրատարակվեցին մատենադարանի ավագ գիտաշխատող արմեն տեր ստեփանյանի աշխատասիրությամբ,վիմագրերը,այդ,O,"O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Դասախոսը ներկայացրեց հիշատակագիր՝ որպես աղբյուրական եզակի փաստագրություն.,հիշատակագիր ,Դասախոսը,O,"O,O,O,O,O,O,O"
հայտնի է որ դ ական թթ ռուս թուրքական պատերազմից հետո կարսից գաղթած մի խումբ հայեր այստեղ բնակություն են հաստատում իսկ նույն դարավերջին սկրտիչ ա վանեցի խրիմյան կաթողիկոսը վանքում բարենորոգչական աշխատանքներ է ծավալում,,հայտնի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Անվտանգության շղարշի տակ պահպանվեց խոնավությունից տուժած Շինարարական արձանագրություն՝ գույնաթափ տառերով.,Շինարարական ընտրանրագրություն ,Անվտանգության,O,"O,O,O,O,O,O,B-INSC,O,O,O"
սողորիս գյուղ որը նվիրաբերվել է հառիճավանքին,,սողորիս,O,"O,O,O,O,O,O"
դպրատուն գտնվում է ս գրիգոր եկեղեցուց հարավ արևելք,,դպրատուն,O,"O,O,O,O,O,O,O,O"
ս կարապետյան մրենը և նրա հուշարձանները վարձք հուլիս սեպտեմբեր էջ,,ս,O,"O,O,O,O,O,O,O,O,O,O"
նորաշեն մուտուռի մեջ են գտնվում զույգ խաչ անունով հայտնի դդ խաչքարերը,,նորաշեն,O,"O,O,O,O,O,O,O,O,O,O,O"
Գերեզմանոցի հյուսիսային հատվածում գտնված քարից ընթերցվեց Տապանագիր՝ հարուստ օրհնության ձևակերպումներով.,Տապանագիր ,Գերեզմանոցի,O,"O,O,O,O,O,O,O,O,O,O"
որմնանկարի ծեփի վրա պահպանվել է նաև միատող փորագիր արձանագրություն,,որմնանկարի,O,"O,O,O,O,O,O,O,O,O"
"Սեմինարում ցուցադրվեց ձեռագրի մի էջ, որտեղ կա Շրջագիր ծածկագիր շատ փոքր տառերով.",Շրջագիր ծածկագիր ,Սեմինարում,O,"O,O,O,O,O,O,O,B-INSC,I-INSC,O,O,O"
գյուղը հարուստ է հնագիտական հուշարծաններով դամբարանադաշտերով ու գյուղատեղիներով,,գյուղը,O,"O,O,O,O,O,O,O,O"
շինության հատակագծային լուծումներն ընդհանրություններ ունեն ս գայանեի սրենի կաթողիկեի և ժամանակակից այլ հուշարծանների հետ ըստ այդմ էլ այն համարվում է երկայնական գմբեթավոր կառույցների լավագույն ու նախնական օրինակներից մեկը,,շինության,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հրատ եղիազարյան էջմիածին բ,,հրատ,O,"O,O,O,O"
երկրորդ տողում հարցբառըմոռացվածելրացվածէհետո տողիցվերևմանրատառ այդպատճառովէլհրատարակիչները չեն նկատել,,երկրորդ,O,"O,O,O,O,O,O,O"
գլիձոր թաղամաս անիում որտեղից ջաղաց է տրվել հառիճավանքին,,գլիձոր,O,"O,O,O,O,O,O,O,O"
որը նվիրաբերվել է լմբատավանքին,,որը,O,"O,O,O,O"
դրանով իսկ այս որմնանկարը հանդիսանում է աստվածահայտնության տեսարանի պատկերագրական կառուցվածքի հայկական տարբերակ,,դրանով,O,"O,O,O,O,O,O,O,O,O,O,O,O"
նկատենք որ գմբեթարդի կենտրոնում գահակալ քրիստոսի պատկերն է որի միայն ստորին մասն էպահպանվել աջ և ձախ կողմում պատկերված են երկու քառակերպ մարդու եզան առյուծի և արծվի գլխով երկու վեցթևանի սերովբե և երկու զույգ հրե անիվներ,,նկատենք,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թթ վերակառուցվել է գյումրիի ալեքսանդրապոլ սև բերդ բերդ ամրոցը որի ներսում թ կառուցվել է ս ալեքսանդրա եկեղեցին,,թթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ջին հրատարակիչը մխիթարյան միաբան հ ներսես սարգիսյանն է,,ջին,O,"O,O,O,O,O,O,O,O"
"Վանքի սրահում պահպանվել է Վանական արձանագրություն, որտեղ թվարկվում են եղբայրության կանոնները.",Վանական արձանագրություն ,Վանքի,O,"O,O,O,O,B-INSC,O,O,O,O,O,O"
"Ձեռագրագետը համադրեց երկու Շրջագիր ծածկագիր՝ տարբեր ժամանակներից, բացահայտելով համակարգի զարգացումը.",Շրջագիր ծածկագիր ,Ձեռագրագետը,O,"O,O,O,B-INSC,O,O,O,O,O,O"
Գիտական հոդվածում վերլուծվեց Վանական արձանագրություն՝ որպես համայնքային ինքնակառավարման փաստաթուղթ.,Վանական արձանագրություն ,Գիտական,O,"O,O,O,B-INSC,O,O,O,O,O"
խութլուխաթուն հոռոմոսի վանքին է նվիրել եաւթա անունով գյուղը,,խութլուխաթուն,O,"O,O,O,O,O,O,O,O"
Մուտքի վերևում գտնվող Դռնագիր ավարտվում է օրհնությամբ և տարեթվով.,Դռնագիր ,Մուտքի,O,"O,O,O,B-INSC,O,O,O,O,O"
սայր ցուցակ հայերէն ձեռագրաց սաշտոցի անուան մատենադարանի հ դ կազմեցին աքեօշկերեան կ սուքիասեան քեօսէեան երևան էջ,,սայր,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
մեր այցի ժամանակ մենք այն չտեսանք քանի որ վերակառուցման ժամանակ քարը հավանաբար կորստյան էմատնվել,,մեր,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
եւագր որի որդու այգին գնել է ոմն մխիթարև հատկացրել հառիճավանքին,,եւագր,O,"O,O,O,O,O,O,O,O,O,O"
ոմն առյուծի հայր սխիթար ճոն հիշատակված է նաև արջոառիմի գավթի նվիրատվական վիմագրերից մեկում աշխարհբեկ քալանթար երջան տեկորի արշավախմբի էջ,վիմագրերից,ոմն,O,"O,O,O,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,I-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
մեզ անհայտ պատճառով մարմաշենի վանքի և ձերծակայքի վիմագրերը տեղ չեն գտել ս բարխուդարյանի ձեռագիր ժողովածուում դրանք առկա չեն նաև դաշտային օրագրում,վիմագրերը,մեզ,O,"O,O,O,O,O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հառիճում վանական կյանքը ծաղկում է ապրել դարում երբ զաքարե ամիրսպասալարը գնելով հառիճ գյուղն ու շրջակա հողերը նախաձեռնել է գլխավորս աստվածածին եկեղեցու կառուցումը որն ըստ շինարարական արծանագրության՝ ավարտել է թ արձ,,հառիճում,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Թանգարանի մանկական ծրագրում ընդգրկվեց պետրոգլիֆ ճանաչման խաղ՝ ուսուցողական քարտերի միջոցով.,պետրոգլիֆ ,Թանգարանի,O,"O,O,O,O,B-INSC,O,O,O,O,O"
ծանոթ ս բարխուդարյանը թվականի միավորը կարդացել է դ մասամբ եղծված լինելու պատճառով չի կարդացել քահանայի անունը,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թորամանյան նյութեր հայկական ճարտարապետության պատմության հ բ էջ,,թորամանյան,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ա ստեփանոս եկեղեցի թմբուկի քառակուսի պատվանդանի հարավարևելյան անկյան հարավային որմին արտաքուստ անավարտ տող,,ա,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
Արխիվային ալբոմում եզակի է պահպանված լուսանկար՝ որտեղ տեսանելի է Դռնագիր նախքան վնասվելը.,Դռնագիր ,Արխիվային,O,"O,O,O,O,O,O,O,O,O,B-INSC,O,O"
ինչպես նկատում է ս հասրաթյանը եկեղեցին իր հորինվածքով նման է խծկոնքի վանքի ս սարգիս եկեղեցուն թթդ,,ինչպես,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Բազալտե սալին պահպանվել է հիշատակագրային վիմագիր, որը թվարկում է վանքի նորոգման բարերարներին.",հիշատակագրային վիմագիր ,Բազալտե,O,"O,O,O,O,B-INSC,O,O,O,O,O,O,O"
բասմաջյան աաբմ կ բասմաջեան հայերէն արձանագրութիւնք անւոյ բագնայրի եւ սարմաշինու պարիս,,բասմաջյան,O,"O,O,O,O,O,O,O,O,O,O,O"
անհրաժեշտության դեաքում թվային ծոտոխցիկներով լուսանկարել պրակում լուսանկար չունեցող կամ անորակ լուսանկարված վիմագրերը,վիմագրերը,անհրաժեշտության,O,"O,O,O,O,O,O,O,O,O,O,O,B-INSC"
դատելով առկա հատվածից՝ այստեղ մի շարքով և ողջ հասակով պատկերված են եղել քրիստոսի տասներկու առաքյալները,,դատելով,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ս գեվորգ եկեղեցի արևմտյան պատին լուսամուտից վեր նիշի մեջ ագուցված խաչքարի պատվանդանի քիվին տող և դրանից ներքև քարի վրա տող,,ս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ խոսքը թերևս խաչքարի պատվիրատուի մասին է որի համար աստծուց ողորմություն է հայցվում,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
վերին կամ օոքր վանք մարմաշենից հյուսիս,,վերին,O,"O,O,O,O,O,O"
գյուղի հարավային եզրին բարձրանում է դարի մի եկեղեցի որը վերանորոգումների ու կարկատանների է ենթարկվել դարում սակայն հիմնականում պահպանել է իր հին ձևը,,գյուղի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Սեմինարում քննարկվեց ժայռապատկեր պատկերագրական համակարգի կապը երկրաչափական նշանների հետ.,ժայռապատկեր ,Սեմինարում,O,"O,O,B-INSC,O,O,O,O,O,O"
աքալանքարյան հ մելքոնյան նագիտական աշխատանքները հայաստանում թթ հիմնական արդյունքները երևան էջ,,աքալանքարյան,O,"O,O,O,O,O,O,O,O,O,O,O"
գրիգոր ա արհիեպիսկոպոս անիի առաջնորդ նորոգող սարմաշենի վանքի նվիրատու լմբատավանքի,,գրիգոր,O,"O,O,O,O,O,O,O,O,O,O"
պատվանդանի չափերն են օ մ,,պատվանդանի,O,"O,O,O,O,O"
աստեփանոս եկեղեցի թմբուկի հարավարևմտյան նիստին արտաքուստ տող,,աստեփանոս,O,"O,O,O,O,O,O,O"
կամ ոչ միայն ծնողների այլ պապի՝ բշտիկի անվամբ,,կամ,O,"O,O,O,O,O,O,O,O"
ծանոթ վիմագիրն ամփոփում էեկեղեցու շինարարության մանրամասները համածայն որոնց սկզբնապես ս աստվածածին ապաս նշան անվանափոխված եկեղեցու կառուցման նախածեռնությունը պատկանում է արղության երկայնաբազուկ նշանավոր իշխանական տոհմի շառավիղներից ղահրամանին,Վիմագիր,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Հին արքունիքում ընթերցվեցին երկու Ապարանքների շինարարական արձանագրություններ՝ տարբեր սրահների մասին.,Ապարանքների շինարարական արձանագրություններ ,Հին,O,"O,O,O,O,B-INSC,I-INSC,O,O,O,O"
հուշարձանի ճարտարապետությունն ուսումնասիրող վ գրիգորյանը թվականը նշել է նծբ,,հուշարձանի,O,"O,O,O,O,O,O,O,O,O"
հարևանությամբ առկա տապանաքարը ամենայն հավանականությամբ նրանցից մեկինն է պարզապես տապանագիրը կազմվել է շիրմաքարերից մեկին,Տապանագիր,հարևանությամբ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Ժողովրդական իրավունքի հավաքածուում ընդգրկվեց Կանոնագիր՝ միջնադարյան խմբագրությամբ.,Կանոնագիր ,Ժողովրդական,O,"O,O,O,O,O,O,O"
ա աստվայածին եկեղեցի հարավային պատին արևի ժամացույցի շառավիղների տակ ուռուցիկ տառերով,,ա,O,"O,O,O,O,O,O,O,O,O,O,O"
նկատառելովանվան եզակիությունը և գործունեության աշխարհագրական մերձակայությունը կարծում ենք որ տիրաշենի ուրտուրիտան մրենի համանուն տիկինն է ըստ այդմ է վիմագիրը կարելի էթվագրել ական թվականներով,վիմագիրը,նկատառելովանվան,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-INSC,O,O,O,O"
թորամանյան բ թորոս թորամանյան նյութեր հայկական ճարտարապետության պատմության աշխատությունների երկրորդ ժողովածու երևան վերահրատարակություն,,թորամանյան,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
Քարաշեն սալերի շարքում առանձնանում է մանր տառատեսակով գրված տապանաքարային վիմագիր՝ առանց վերջաբանային նշանի.,տապանաքարային վիմագիր ,Քարաշեն,O,"O,O,O,O,O,O,O,O,B-INSC,O,O,O,O"
Թարգմանչական խմբի աշխատանքում քննարկվեց նորահայտ կանոնաիրավական արձանագրություն լեզվական առանձնահատկություններով.,կանոնաիրավական արձանագրություն ,Թարգմանչական,O,"O,O,O,O,O,B-INSC,I-INSC,O,O"
բավական վատ է պահպանվել վիմագրի աջ հատվածը ըստ այդմ կ վերծանությունը թեական է,վիմագրի,բավական,O,"O,O,O,O,B-INSC,O,O,O,O,O,O,O,O"
Մասնավոր հավաքածուում պահպանվել է փոքր չափի Դամբարանային արձանագրություն՝ ձիթապտղի ճյուղի պատկերով.,Դամբարանային արձանագրություն ,Մասնավոր,O,"O,O,O,O,O,O,B-INSC,O,O,O,O"
Գրապահոցում հայտնաբերվեց անծանոթ հիշատակագիր՝ մասամբ մաշված տողերով.,հիշատակագիր ,Գրապահոցում,O,"O,O,O,O,O,O,O"
Ուսանողներն արտագրեցին հին գերեզմանատան արձանագրություն և համեմատեցին այլ շրջանների օրինակների հետ.,Գերեզմանատան արձանագրություն ,Ուսանողներն,O,"O,O,O,O,I-INSC,O,O,O,O,O,O"
արաղահար արհեստանոց որը շնորհվել է պեձզաշենի զորավորաց եկեղեցուն,,արաղահար,O,"O,O,O,O,O,O,O,O"
ս ատյվածածին եկեղեցի հարավային պատին արտաքուստ հիմնաշարին տող,,ս,O,"O,O,O,O,O,O,O,O"
չնայած բավարար պահպանվածության վերծանության հարցում առկա են որոշ խնդիրներ որոնք տարընթերցումների տեղիք են տալիս,,չնայած,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ցանոթ տապանագիրն առաջինհայացքից անավարտէ,տապանագիրն,ցանոթ,O,"O,B-INSC,O,O,O,O,O,O"
պետրոսն անշուշտ առնչություն ունեցել է վանքի հետ երբ հարց էբարձրացվել վանքի դպրոցը ժառանգավորաց դարձնելուն և այդնպատակով գյուղացիներից գումար հավաքելուն՝ նա դեմ է եղել,,պետրոսն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ա աստվայածին եկեղեցի հարավային և արևելյան պատերի վերին անկյունում քիվի տակ ծաղկագիր և ուռուցիկ տառերով արտաքուստ տող,,ա,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
սկրտիչ քահանա ամուսին դեղունի նվիրատու արթիկի ս աստվածածին եկեղեցու,,սկրտիչ,O,"O,O,O,O,O,O,O,O,O"
Հուշարձանների պետական ցուցակում ներառվեց նաև նորահայտ վիմական արձանագրություն՝ բարձրաքանդակ խաչի կողքին.,վիմական արձանագրություն ,Հուշարձանների,O,"O,O,O,O,O,O,B-INSC,O,O,O,O"
յագցբ հայր հէրապետի ննջեցյալ,,յագցբ,O,"O,O,O,O"
ս գրիգորլուսավորիչեկեղեցի հյուսիսային պատին արևմտյան մասիվերևում ուռուցիկ տառերով տող,,ս,O,"O,O,O,O,O,O,O,O,O"
եղիազարյանը վիմագրի սաստիկ մաշված ու ջարդոտված լինելու հետևանքով վերծանությունը վերցրել ղ ալիշանից այն դեպքում երբ այն առկա ալիշանին նախորդածհեղինակների մոտ,Վիմագիր,եղիազարյանը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
պետրոս հայկազեան հայկազունի հիշատակվածէ,,պետրոս,O,"O,O,O,O"
Մատենադարանի ցուցասրահում ներկայացված է Մատենագիտական արձանագրություն՝ կողքին ձեռագրի նկարով.,Մատենագիտական արձանագրություն ,Մատենադարանի,O,"O,O,O,O,B-INSC,O,O,O,O"
Քարագործական սեմինարում ներկայացվեց Հուշակոթողային արձանագրություն կատարելու տեխնիկան.,Հուշակոթողային արձանագրություն ,Քարագործական,O,"O,O,O,B-INSC,I-INSC,O,O"
ծանոթ եղիազարյանը թվականից առաջ փորագրված պատկերը վերծանել է ամի իսկ երրորդ տողի վերջում գ,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հրատ նահխաթունյանց նվիրատուի անունը պուտիկ զալալյանց ա սխիթարյանց հառիճ ալիշան եիրակ գէորգեանց եղիազարյան էջմիածին ա,,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գրված է եւ զմեծ իշխանն մեր մեկ բառ անընթեռնելի վահրամ ո գ աո ա աան կաթողիկէիս եւ զորդիս իւր զիշխանն եւ զսարգիս պահեսցէ խաղաղութեամբ,,գրված,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հառիճավանք գավթի աե պատ ներ ոսձե,,հառիճավանք,O,"O,O,O,O,O,O"
դանիլանց հող որը նվիրաբերվել է սակարավանքին,,դանիլանց,O,"O,O,O,O,O,O"
լմբատավանք ս ստեփանոս եկ գմբեթի հիմք հվ աե ռ անավարտ նիստ արտ արձանագրություն,,լմբատավանք,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
բանուշահ պատարագ է ստացել բաշէ որդի էլխութլուի նվիրատու հառիճավանքի,,բանուշահ,O,"O,O,O,O,O,O,O,O,O"
եղիազարյան էջմիածին հ եղիազարյան հառիճա վանքը ևնրա վիմագրությունը էջմիածին,,եղիազարյան,O,"O,O,O,O,O,O,O,O,O"
"Կիսավեր մատուռում պահպանվել է Վերաօծման արձանագրություն, որը նշում է նոր օծման օրվա անունը.",Վերաօծման արձանագրություն ,Կիսավեր,O,"O,O,O,O,B-INSC,O,O,O,O,O,O,O,O"
խաչթարի պատվանդան արևմտյան նիստին տող,,խաչթարի,O,"O,O,O,O,O"
